Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving
https://www.pararius.com/apartment-for-rent/rotterdam/a50bbb39/boompjes,"€3,495 per month",3011 XB (Stadsdriehoek),81 m²,3 rooms,Furnished,,,2021,1,"Bath
Lift
Mechanical ventilation
Shower
Toilet
Laundry room",Present,Not present,,A,,,,No,"Description
Are you looking for a trendy urban and fully furnished apartment in the city centre of Rotterdam?
We offer a completely furnished and bright 3-room apartment on the 12th floor. The accommodation is fully equipped and centrally situated close to the city centre. The waterview is amazing!
The apartment is completely furnished and equipped to feel like a second home. The property has everything one would need when moving straight in from the airport with just your personal belongings.
We rent out our properties for an all-in rental price to avoid any unexpected costs afterwards. The all-in rental price is: € 3.495,-.
An all-in rental price is really all-in, which means including:
– Fully furnished
– Servicecosts
– Gas, water and electricity
– Regional taxes
– Internet and television
– Maintenance costs
Lay-out:
Central entrance with elevators to all floors. Entrance of the apartment with hallway, toilet, large shape living area with balcony and an amazing view. Luxury open kitchen complete with appliances. The kitchen is equipped with a complete inventory like pots, pans, plates, cutlery etc. Storage room with household appliances like washing machine, dryer, vacuum cleaner and iron with ironing board. Bathroom with a shower, washbasin and bath. Master bedroom and extra bedroom with spacious cabinet where you will find clean towels and extra bedding. Both bedrooms have access to the balcony.
Extra information:
– Minimal rental period 1 months
– Completely furnished 3 room apartment
– Living in a calm and well maintained complex
– There is a servicemanager in the building, who can help you with all sorts of questions
– Located at the 12th floor with an amazing view
– Centrally located
– Close to all cultural facilities in Rotterdam, shops, bars and restaurants
– Internet and television up and running
When you would like to rent an apartment, please keep the following bullets in mind:
– You need to have a valid residence permit and a labor contract
– The income is minimal 3 times the monthly rent or you receive an appropriate housing allowance
Does this apartment not yet fully meet your preferences? Please contact our office for our complete availability!"
https://www.pararius.com/apartment-for-rent/houten/e5b9127d/albers-pistoriusweg,"€1,150 per month",3991 AW (Schaften),33 m²,1 room,Upholstered,,,2017,1,"Cable TV
Fibre-optic connection
Mechanical ventilation
Shower
Solar collectors
Toilet",Present,Not present,,A++,Present,,,No,"Description
Comfortable apartment with balcony for rent in Houten in the Schaften district."
https://www.pararius.com/apartment-for-rent/geldrop/d59032ba/langstraat,"€1,495 per month",5664 GH (Centrum),95 m²,4 rooms,Furnished,Temporary rental,,1936,1,Shower,Not present,Not present,,C,Not present,No,,No,"Description
Located in Geldrop, this special and spacious apartment in the Langstraat. The apartment has a living area of 114 m2 and was built in 1936.
Langstraat 34-A is located in the neighborhood of Centrum. It is a relatively quiet neighborhood considering the population density.
The property is reasonable to easily accessible with many amenities nearby. Situated within walking distance of the center of Geldrop. In addition, the nearest exit road is in the vicinity at only 3 minutes drive.
CONDITIONS
Please note: we are not able to schedule a viewing via the phone, if you would like to attend a viewing, please fill out the form on the webpage.
Rental price is excluding a prepayment for gas/water/electricity of €250,- per months.
Rental price excludes internet/TV.
Rental price is excluded monthly service cost of €55,-
Rental price excludes the monthly cost for the parking of - €100,-
Deposit 1-month rent.
Income requires 3 month’s rent
Rental period minimum 12 months
Soft Furnished
No pets allowed
No smoking allowed
We don't charge any kind of costs to the tenant for the rental mediation and the conclusion of a rental agreement."
https://www.pararius.com/house-for-rent/hoofddorp/47bf1de4/koegelwieck,"€2,575 per month",2134 XX (Hoofddorp Floriande West),138 m²,6 rooms,,,,2001,1,"Bath
Cable TV
Fibre-optic connection
Mechanical ventilation
Shower
Skylight
Sliding doors
Toilet",Not present,Present,"achtertuin, voortuin",A,Present,Yes,Public,No,"Description
Spacious extended corner house on the very child-friendly island 9 in Floriande, surrounded by playgrounds and an artificial lawn. There is a bright living room with open kitchen, four bedrooms, a bathroom and a lovely backyard with storage room and back entrance. There is sufficient parking space near the house.
The location is perfect! A short distance from shopping centers Floriande and Het Paradijs, schools, childcare, Toolenburger Plas and Haarlemmermeerse Bos. Public transport, the R-net bus stop to Haarlem, Amsterdam and Schiphol as well as the NS station and arterial roads are quickly accessible.
Details:
Expanded single-family home
Property is rented partially furnished
Spacious living room with open kitchen
Four bedrooms
Backyard with storage room and back entrance
Available from the 1rst of November 2024
Rental price € 2,575 per month
Rent is exclusive of gas / water / electricity and user charges
Deposit is 1 month's rent
CLASSIFICATION
Ground floor: entrance into hall with meter cupboard. Very bright living room with the open kitchen at the rear. You enter the backyard through sliding doors. The U-shaped kitchen has plenty of storage space and various built-in appliances, namely: electric hob, extractor hood, oven and fridge-freezer combination.
Separate hall with toilet and stairs.
First floor: landing, two bedrooms at the front and a bedroom and bathroom at the rear of the house. The bathroom has a bath, shower, toilet and sink.
Second floor: landing with central heating installation. boiler and washing machine connection. Furthermore, a bedroom with a dormer window at the rear."
https://www.pararius.com/apartment-for-rent/amsterdam/52a3eca1/bilderdijkkade,"€3,000 per month",1053 VA (Da Costabuurt),93 m²,3 rooms,Upholstered or furnished,,,1905,1,"Bath
Shower
Toilet",Not present,Present (3 m²),zijtuin,C,,Yes,Paid,No,"Description
Bilderdijkkade 13 hs, Amsterdam
Fully renovated and furnished flat on the ground floor, in the popular part ‘Oud-West’.
Layout:
Ground floor:
Through private entrance access to the spacious hall with a wardrobe and also the washer-dryer set-up. The spacious living room with plenty of light through the large windows, is located at the front. There is enough space here for a dining and sitting area. The open kitchen is equipped with luxury appliances including a Quooker.
At the rear, two pleasant bedrooms, both with fitted wardrobes and one with French doors to a city garden (approx. 3 m²). Also access to the luxurious bathroom with bathtub, walk-in shower and a washbasin with double sink. Next to the bathroom is a toilet.
Location:
This beautiful waterfront flat is located in popular Oud-West, a highly sought-after neighbourhood. The area offers a lively atmosphere with all kinds of amenities within walking distance, such as the De Clercqstraat and the Hallen with a cosy foodmarket and cinema. For shopping, there are several supermarkets and the Ten Katemarkt nearby. Furthermore, the flat is conveniently located to the canals, the Jordaan, Vondelpark and arterial roads. Public transport is excellent with trams to Central Station and Station Lelylaan, with Schiphol Airport also quickly accessible.
Features:
Flat on the ground floor in popular district ‘Oud-West’
Living area: 93 m² (NEN-measured)
2 bedrooms, 1 bathroom
Energy label: C
Conditions:
Furnished and unfurnished
Rent price excluding gas, water, electricity, tv and internet
Security deposit: 2 months rent
Lease term: min. 12 months
No pets and non-smoking
Not available for students/ house sharing
Subject to approval of owner
Diplomat clause applicable
Available from 10 October 2024
This information has been carefully compiled by Engel & Völkers. No liability can be accepted by Engel & Völkers with regard to the accuracy of the information provided, nor can any rights be derived from the information provided.
The measurement instruction is based on NEN2580. The object has been measured by a professional organization and any discrepancies in the given measurements cannot be charged to Engel & Völkers. The buyer has the opportunity to perform his own NEN 2580 measurement."
https://www.pararius.com/apartment-for-rent/badhoevedorp/6b540eba/jan-van-gentstraat,"€2,950 per month",1171 GM (Badhoevedorp Noordoost),143 m²,3 rooms,,,,1967,2,"Cable TV
Mechanical ventilation
Shower
Toilet",Not present,Not present,,,,,,No,"Description
Spacious apartment for rent in Badhoevedorp with 2 bedrooms in the Badhoevedorp Noordoost district."
https://www.pararius.com/apartment-for-rent/almere/fc98297d/jacques-lebrunstraat,,,84 m²,3 rooms,Furnished,,,,,,,,,,,,,,
https://www.pararius.com/apartment-for-rent/leiden/45ee2cf5/noordeinde,,,48 m²,2 rooms,Shell,,,,,,,,,,,,,,
https://www.pararius.com/apartment-for-rent/leiden/6c8ecba0/noordeinde,"€2,050 per month",2311 CD (Academiewijk),92 m²,1 room,Furnished,Temporary rental,,1891,1,"Cable TV
Intercom
Internet connection
Sewer connection
Shower",Not present,"Present (340 m², located on the south-west)",,C,Not present,Yes,,No,"Description
Luxury Furnished Studio in Historic Landmark – Noordeinde, LeidenA stylish and spacious studio in the former barracks on Noordeinde, an impressive national monument dating back to the 10th century, is now available for immediate rent. This beautiful 92 m² studio offers a unique living experience in a historic setting.
Live Uniquely in a Monumental Building
The barracks, originally built as a resting place for soldiers, were transformed in 2021 into 20 luxurious apartments. The building breathes history, with a remarkable detail: a self-portrait of Rembrandt van Rijn adorns the rear facade, paying homage to the famous painter born nearby in 1606.
Studio with All Modern Comforts
The ground-floor studio is fully furnished and features a spacious, bright living room with a comfortable seating area, a double bed, and a modern open kitchen. The kitchen is equipped with all essential built-in appliances, such as a fridge, freezer, dishwasher, combination oven, and induction cooktop. Additionally, the studio offers a separate toilet and a luxury bathroom with a walk-in shower and sink. There is also a practical closet with a washer and dryer.
Ideal Location
Noordeinde offers the best of both worlds: a quiet location in the heart of Leiden, with Central Station, public transport, shops, restaurants, and cozy cafés within walking distance. The studio provides breathtaking views, creating a serene atmosphere in the vibrant city.
In short, this is a unique opportunity to live in a luxury studio at a historic location. Interested? Contact us soon to schedule a viewing!
Features:
Available immediately
Deposit: €3,500
Optional private parking available
Excluding gas, water, and electricity
Temporary lease until July 31, 2026"
https://www.pararius.com/apartment-for-rent/bloemendaal/b523f31e/bloemendaalseweg,"€2,300 per month",2061 CE (Bloemendaal),90 m²,3 rooms,Furnished,,,1913,1,Roof terrace,,Not present,,A,,,,No,"Description
Lovely apartment for rent in Bloemendaal with 2 bedrooms in the Bloemendaal district."
https://www.pararius.com/house-for-rent/tilburg/fb5d7c7c/twentestraat,"€1,500 per month",5018 BG (Jeruzalem Noord),98 m²,4 rooms,Furnished,Temporary rental,,2016,1,,Not present,Present,,A,Present,Yes,Public,No,"Description
*** CAUTION for the duration of 6 months ***
Looking for a temporary and comfortable home at prime location in vibrant Tilburg? This beautiful property is perfectly located just outside the city centre, fully furnished and available for a maximum period of 6 months!
Located in the attractive 'Aan de Waterkant' project, this home embraces the vibrant life along Piushaven and the beauty of the nearby Moerenburg nature reserve. With space for greenery and a child-friendly environment, this neighbourhood is ideal for working professionals.
Fully furnished and ready to move in from 1 July, this property offers a spacious living room with open kitchen, 3 bedrooms on the first floor. Upon entering, you immediately notice the abundant natural light and modern finishes. The kitchen is equipped with various appliances and is located at the front of the house.
On the first floor there are 2 nicely finished bedrooms and 1 bedroom which serves as a walk-in wardrobe and a modern bathroom with walk-in shower, bathtub and toilet. On the second floor you will find the washing machine and dryer.
Outside, you can relax in the low-maintenance east-facing garden, complete with a wooden shed for extra storage.
If you are looking for a fully furnished property for a maximum period of 6 months with a truly great location then this property is made for you! Please contact us for a viewing soon!"
https://www.pararius.com/apartment-for-rent/rotterdam/2c97e5b9/voorschoterlaan,"€2,950 per month",3062 KH (Kralingen Oost),189 m²,5 rooms,Upholstered,Unlimited period,,1900,,,Not present,Not present,,D,Not present,No,,No,"Description
A unique opportunity for a unique home!
This classic, characteristic, completely new renovated double upstairs apartment with 4 bedrooms! and terrace, is located on the 1st floor on the corner of the Voorschoterlaan and the Lusthofstraat in Kralingen. The house has been completely renovated while retaining original details, including stained glass, ornaments, stairs and the ""turret"" at the corner of the apartment. Due to the wide layout and the high ceilings, there is a lot of light and this house feels very spacious.
NB:
Available 2nd of December 2024
Rental price: €2.950,00 excluding utilities
In discussion, the house can be furnished. The rental price will then be €3,500.00 excluding utilities.
This text is not legally binding.
Interested?
The 'How does it work?' page on our website clearly explains how the process works if you would like to be considered for this property.
Do you also want to be the first to know about new homes that we offer? Follow us on Instagram, Facebook or LinkedIn!"
https://www.pararius.com/apartment-for-rent/zoetermeer/55fd859e/blauw-roodlaan,"€2,100 per month",2718 SJ (Lansinghage c.a.),106 m²,3 rooms,Upholstered,Unlimited period,,1996,1,Bath,Not present,Not present,,A+,Not present,Yes,Public,No,"Description
Unfurnished 4-room apartment located on the 1st floor of a detached villa. Located in the Zoetermeer district of Rokkeveen and a short distance from the park, (primary) schools, district shopping centers Rokkeveen and De Vlieger, public transport, sports facilities and the railway station. Directly near roads to the highways to The Hague and Utrecht (A12 >2 min) and Amsterdam (A4 >13 min).
Layout:
Ground floor:
Shared entrance with practice space located on the ground floor. Private access with storage/wardrobe and stairs to 1st floor.
1st floor:
Access to the living room and kitchen via stairs. From the living room access to the hall / corridor with adjacent toilet, bathroom, 3 (bed) rooms and the laundry / technical room. From the living room and the master bedroom access to the roof terrace. There is also access from the hall/corridor to the loft with a loft ladder.
Particularities:
• Unfurnished 4-room apartment
• A short distance from shops, schools and public transport
• Many recreational facilities within walking distance
• Advance for G/W/E 175 per month. (total 200 advance)
Floorheating
25 Tv and internet
Excluding local charges TAX"
https://www.pararius.com/house-for-rent/eindhoven/6fc74b4c/orpheuslaan,"€3,495 per month",5631 BR (Oude Gracht-West),153 m²,5 rooms,Furnished,Unlimited period,,1960,2,"Bath
Shower
Toilet",Present,"Present (60 m², located on the south-west)",,C,Present,Yes,On private land,Yes,"Description
Really to perfection finished spacious and completely new furnished house with 4 bedrooms and 2 bathrooms in the popular residential area ""Oude Gracht"" in Eindhoven, just minutes from Eindhoven center.
Layout:
First floor.
Hall with floor tiles. Toilet. Staircase and double steel doors to living room.
L-shaped living room with luxury open kitchen, equipped with the following appliances:
5-burner gas hob, extractor fan, fridge, freezer, 2 combination oven/microwaves and dishwasher.
Cozy sitting area with new PVC floor.
Steel doors lead into the spacious garden room/dining room with sliding doors to the backyard. ""Laundry room with sink and connections for washer and dryer. Attached garage which can also be used as a playroom/workroom with electric sectional door.
Attractive garden/terrace on sunny side. Lockable shed/bicycle storage and back.
Second floor.
4 spacious bedrooms, 3 of which are fully furnished with ""custom"" made clothing closets and exclusive ""Swiss-Sense"" beds.
Bathroom 1, with walk-in shower, designer sink cabinet and toilet. Bathroom 2, equipped with bathtub, designer sink cabinet and toilet.
Details:
This exclusive rental home has been completely renovated and modernized using very high quality materials.
Very complete and luxurious furniture has been used.
Rental price € 3,495 per month, including upholstery and furniture.
Excluding energy, water, tv/internet and municipal taxes.
Minimum rental period is 12 months.
Available from November 2024."
