Link,Huurprijs,Prijs details,Locatie,m2,Kamers,Specificaties,Huurovereenkomst,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving
https://www.pararius.com/apartment-for-rent/groningen/99058a8c/ooster-badstraat,"€1,065 per month","Includes: Electricity, Gas, Internet, Service costs, Water",9726 CL (Badstratenbuurt),38 m²,2 rooms,,Unlimited period,1880,1,,Present,Not present,A+++,Not present,Yes,Permit,No,"Description
Due to the high volume of applications, we are no longer accepting new applications. if you have not yet been notified, unfortunately you have not been selected for this property.
A small and newly realized apartment with a yet a very spacious bedroom of 17.5 m2, balcony and a short distance from the big market and station of Groningen. Attention! Watch the virtual tour on our YouTube channel with the same name before you respond, this way you know better whether it is really something you are searching for.
LOCATION
The address is located on the van Oosterbadstraat in Groningen. The Grote Markt is 1.2 kilometers away and the UMCG at 2 km and the main railway station at 750 meters.
SITUATION
The apartment is located on the second floor of the building.
SURFACE
The apartment has an area of approximately 35m2
INDELING
Oosterbadstraat 20 in Groningen offers a modern 1-bedroom apartment of 35 m², perfect for starters and couples looking for a comfortable and functional living space. The house features a spacious bedroom of 17.5 m², including a practical workspace for working from home. The living room of 16 sqm features an open kitchen with high-quality appliances such as a dishwasher, refrigerator, freezer, induction hob, extractor hood and plenty of storage space. The compact bathroom of 2 m² is cleverly arranged. The sunny roof terrace is the perfect place to enjoy the sunshine. This cozy home is ideally located in the heart of Groningen, with all amenities nearby.
RENT AND DEPOSIT
The rent is: €1065,- including advance payments of gas, water, electricity but also internet and TV. The deposit is equal to two months rent.
AVAILABILITY & RENTAL PERIOD
The apartment will be delivered new and can be made available as soon as possible. The minimum rental period is 12 months.
INTERESSE?
You can leave a comment via the website(s). The timeline determines which candidates we can invite for the first selection. To make everything as fair as possible, we apply a first come first served rule. We therefore only accept applications via mail or via the application forms on the website(s).
YOUTUBE
You might want to join our YouTube channel. Expat Relocation Brokers always works on a first come first served rule. So it's good to know that a property is first added on our YouTube Channel before it comes online.
So if you subscribe and turn on the call icon, you will be notified when a new property is available. This can help in finding a property.
YouTube Channel: Expat Relocation Brokers
EXTRA
Unable to find a property? We are happy to help you with a personalized search based on your needs and requirements. Please visit our website for more information.
No rights can be derived from the above information."
https://www.pararius.com/apartment-for-rent/rotterdam/adc0f070/vierambachtsstraat,"€1,295 per month",Excludes: Service costs,3023 AT (Nieuwe Westen),30 m²,2 rooms,,Temporary rental,1909,1,,Not present,Not present,A,Not present,Yes,Paid,No,"Description
Fully renovated and furnished 2 bedroom apartment in prime location!
**Apartment will be fully furnished, impression in pictures**
Rental price: €1295,00 excluding G/W/E, internet/tv and municipal taxes
State: Furnished (impression of furniture in pictures)
Available from: 01-11-2024
Rental period: 6-12 months (shortstay)
Highlights:
- Ideal location
- Completely renovated and furnished
- Separate bedroom
- Luxury bathroom and kitchen.
The property:
The living room and open kitchen have large windows, from the living room you can reach both the new bathroom and bedroom. The toilet is located in the hallway. All facilities are private!
Location:
Rotterdam-West / Middelland is a city neighborhood with authentic stores, coffeeshops and restaurants. In addition, there are beautiful canals and spacious (play) squares on the Heemraadssingel. The Erasmus MC is also a short distance away. Added to this, the house is conveniently located to the city center. Public transport - including metro station Coolhaven 300 m - and the highways (A13/A20) are a short distance from the house, but also walking and / or cycling, the city center and Central Station are easily and quickly accessible.
For this property please contact HouseHunting Rotterdam
Although this text has been prepared with care, no rights can be derived from this text. Sizes are indicative and not NEN measured. Grant subject to approval by landlord/owner. Deposit amount may vary, depending on profile. No pets allowed. No smoking. Lease by its nature of short duration. General conditions of ROZ apply."
https://www.pararius.com/apartment-for-rent/hoofddorp/9a41ffce/burgemeester-van-stamplein,"€1,265 per month",Excludes: Service costs,2132 BH (Hoofddorp Zuid),91 m²,3 rooms,,,2005,1,"Bath
Cable TV
Lift
Mechanical ventilation
Shower
Storage space
Toilet",,Not present,B,Present,Yes,Paid,No,"Description
Beautiful 3-Room Apartment in Hoofddorp!
Upon entering, you have access to two comfortable bedrooms, a spacious bathroom with a bathtub, double sinks, and a shower, as well as a separate toilet. Additionally, you'll find a convenient storage room. The living room is wonderfully spacious and provides access to the balcony, where you can fully enjoy the fresh air. The open kitchen is equipped with built-in appliances, perfect for preparing delicious meals.
Located at the corner of Burgemeester van Stamplein and Raadhuisplein, Lugano offers a prime location. The Vier Meren, with its shops, restaurants, cinema, and theater, is literally next door. At the same time, the center of Hoofddorp is exceptionally accessible. From your apartment, it's just a 15-minute drive to Schiphol or a 30-minute drive to downtown Amsterdam. The bus stops right outside, and you can park your car in your designated spot in Lugano's parking garage.
Returning home means always coming back to your beautifully finished apartment with a lovely outdoor space and expansive views. The apartments are all spacious and finished to a high standard with luxury fixtures and a complete kitchen.
The Area
Choosing Lugano means opting for a highly central and accessible location. Shopping, catching a movie, dining out, theater, and your daily groceries are all right next door. The accessibility by car, bus, and train is also well-arranged. Amsterdam, Schiphol, The Hague, and the North Sea coast are all quickly reachable. But if you seek some peace and quiet, you can rely on your own apartment and its unobstructed views. That is Lugano.
Interested?
Visit the property presentation on our website and click [REACT] to indicate your interest.
Income Standards and Registration Documentation
For this information, please refer to our website.
Deposit
The landlord may request a deposit for their own reasons, which may depend on the candidate’s employment situation.
Rent Adjustment
For rental properties with a liberalized rent price, there is an annual rent increase of up to CPI +1%, unless the government sets a different maximum rent increase for liberalized independent rental properties in any given year. In the case of a regulated rent price, the government determines the annual percentage increase.
Vb&t aims to assist you in finding a suitable rental property as effectively as possible. To achieve this, we ask you to register via our website. Registration is always free and entirely non-binding. You can register for properties that are currently available as well as those that may become available in the future. Based on the information you provide, you will be automatically notified by email when properties that match your preferences become available. You can easily and freely register on our website.
This information has been compiled with the utmost care. However, we cannot always prevent discrepancies between the information and what you see or have seen in or around the property. This may particularly apply to brochure text, floor plans, and measurements. No rights can be derived from these."
https://www.pararius.com/house-for-rent/urmond/924e4360/belikstraat,"€1,200 per month",Excludes: Service costs,6129 PN (Urmond ten oosten van Julianakanaal),142 m²,4 rooms,,Unlimited period,1990,1,"Blinds
Shower
Toilet",Not present,Present,C,Not present,Yes,On private land,Yes,"Description
Spacious house situated in a child-friendly neighbourhood within walking distance of the centre of Urmond and close to roads.
Ground floor:
Entrance with stairs to the 1st floor.
Living room with parquet floor and natural light. Open kitchen with hob, extractor and oven. Scullery with connection for white goods.
Through the utility room you have access to the garage.
Spacious garden.
1st floor:
This floor has 3 bedrooms and a bathroom. The bathroom is completely renovated.
2nd floor:
Fixed staircase to the spacious attic.
Available from 15 November 2021
Basic rent € 875,- p.m.
Deposit € 1.000,-
No rights can be held to this information."
https://www.pararius.com/house-for-rent/oudehaske/0deb18bd/de-vervening,"€1,295 per month",,8465 RE (Oudehaske),115 m²,4 rooms,,Unlimited period,1981,1,"Storage space
Terrace
Toilet",Present,Present,C,Present,No,,Yes,"Description
Charming house with garden for rent in Oudehaske with 3 bedrooms in the Oudehaske district."
https://www.pararius.com/apartment-for-rent/breda/b0cf1a97/passage-zuidpoort,"€1,150 per month",,4811 NT (Chassé),82 m²,3 rooms,,,1935,1,,,Not present,,,,,No,"Description
Please note! This flat is for rent for 6 months! Viewings will take place on Friday morning 20-09-2024!
On unique location, right in the city centre of Breda located spacious, ready-to-use 3-room flat with storage located above the Rijks monumental Passage ‘Zuidpoort’. The flat has a spacious living room with sitting and dining area, simple kitchen and bathroom. Just steps away are various amenities such as shops, various catering and entertainment venues, gyms and public transport.
Appartment 1st floor;
On the first floor is the cosy vintage furnished living room with a separate kitchen with dishwasher, fridge, freezer and oven and door to balcony. The toilet is in the hall and from this hall there is another door to the balcony.
Appartment 2nd floor;
Three rooms, now including 1 bedroom, a dressing room and a laundry room with washer and dryer and a separate step-in shower.
The dressing room can also serve as a bedroom. The balcony of this floor can be accessed from the hallway and the laundry room.
Both balconies face south.
Parking is available through a parking permit.
Details:
- Cosy vintage but basic decorated flat
- Top location
- For rent for 6 months
- Total ALL INN price € 1500 - Deposit 2 months rent"
https://www.pararius.com/house-for-rent/munein/fc7d4276/jelte-binnesweg,"€1,045 per month",,9063 JP (Verspreide huizen Mûnein),207 m²,4 rooms,,,1996,1,,,Not present,A,,,,No,"Description
123Wonen The rental agent of Friesland offers:
Furnished house with 3 bedrooms in nature
Jelte Binnesweg in Mûnein
This beautiful house is for rent on the edge of the village of Mûnein. The house has 3 spacious bedrooms, bathroom with shower and bath and two toilets. With a modern kitchen with built-in appliances and dining area. The living room has a cozy wood stove, ideal for the colder days. From the living room you can go to the conservatory and enjoy the green surroundings. The house has its own parking. The house is a 15-minute drive from Leeuwarden and Dokkum.
LAYOUT
Ground floor: Entrance, spacious hall with staircase, toilet and meter cupboard, which provides access to the living room, kitchen and the bedroom downstairs. Spacious living room with conservatory is connected to the kitchen and through the kitchen you enter the spacious utility room with central heating system and the back door. Downstairs is also the bathroom with shower, bathroom furniture and bathtub.
First floor: Landing, first bedroom with lots of storage space, second bedroom is very spacious and can also be used for other purposes.
Ample greenery around the house with private driveway and unobstructed view.
SPECIAL FEATURES
-Immediately available for a period of 6 to 24 months, depending on the situation;
-Ideal for bridging;
-Rent € 1045,- per month excl. GWE and municipal taxes;
-Additional charge for use/depreciation of upholstery/furniture € 100,-;
-Costs GWE € 200,- per month;
-Deposit: 1 month's rent;
-No brokerage or contract costs for the tenant. 123Wonen works as a rental agent for the owner.
The landlord only wants to conclude a temporary rental agreement; the landlord therefore prefers a tenant in one of the following target groups:
- tenants who, due to urgent work or renovation as referred to in Article 220, paragraph 2, of Book 7 of the Civil Code, must leave their living space and temporarily move into other living space;
- persons who, as surviving relatives of a deceased tenant, cannot continue the rental of the living space in which they had their main residence at the time of the tenant's death, on the basis of Article 268 of Book 7 of the Civil Code;
- persons who have purchased a home and need temporary bridging;
- persons with one or more minor children, who no longer have a permanent joint household with the other parent of those children and who wish to continue living in the vicinity of their children.
- persons who are looking for living space for no longer than 6 months.
Do you find this offer on another website? Check our own website for the current offer: ******
For more information, please contact:
123Wonen Friesland
Follow us on: ******"
https://www.pararius.com/apartment-for-rent/roosendaal/811fcaaf/van-leeuwenhoeklaan,"€1,080 per month",Excludes: Service costs,4708 BE (Hulsdonk),77 m²,3 rooms,"Accessible for disabled people, Accessible for seniors",Unlimited period,1999,1,Lift,Present,Not present,A,Not present,Yes,Public,No,"Description
Beautiful apartment with balcony for rent in Roosendaal with 2 bedrooms in the Hulsdonk district."
https://www.pararius.com/house-for-rent/grou/0eae05b4/seinpolle,"€1,095 per month",,9001 ZS (Grou),95 m²,5 rooms,,Unlimited period,1995,1,"Terrace
Toilet",Present,Present,B,Present,Yes,,No,"Description
Lovely furnished house with garden for rent in Grou with 3 bedrooms in the Grou district."
https://www.pararius.com/apartment-for-rent/bennekom/60cfbcf8/brinkstraat,"€1,300 per month",,6721 WS (Halderbrink),61 m²,3 rooms,,,2016,1,"Fibre-optic connection
Mechanical ventilation
Shower",Present,,A,,Yes,Public,,"Description
Are you looking for a luxurious furnished maisonette with two bedrooms, within walking distance of the center of Bennekom? Then read on quickly!
This modern complex consists of 9 different apartments.
The apartment is located a short walk from the lively center of Bennekom. Cities such as Wageningen and Ede can be reached within approximately 10 minutes by car.
Layout:
On the side of the complex is the closed main entrance with a staircase to the upper floors. On the ground floor are the storage rooms, including that of the apartment, which is equipped with heating. The apartment also has its own parking space. The energy-efficient maisonette is located on the first floor of the complex.
1st floor:
Upon entering, you will find the kitchen on the left and the living room on the right. Thanks to the ample light, the living room feels very pleasant. The living room is approximately 14 m² in size, so there is enough space for a cozy sitting area. From the living room you have access to the balcony, which is located on the south. To the left of the entrance is the kitchen, which is placed in a corner arrangement and is equipped with various built-in appliances, including a dishwasher, 5-burner gas hob, extractor hood, oven and a built-in fridge-freezer. Next to the entrance are the toilet with washbasin and a handy staircase cupboard.
2nd floor:
On the second floor there are two bedrooms and the bathroom. The modern bathroom is equipped with a shower and a sink.
For extra comfort, the entire maisonette has underfloor heating.
The ground floor has recently been renovated with a new PVC floor, a well-maintained apartment.
A Miele washer/dryer combination has been installed in the indoor storage room.
THIS APARTMENT IS ONLY SUITABLE FOR A WORKING COUPLE OR A SINGLE PERSON.
Additional information:
Acceptance as of November 5, 2024.
Energy label A.
The walls have been freshly painted, these may not be painted over. - Rental subject to approval by owner.
Rental price is excl. gas/water/electricity, TV/internet and municipal taxes.
Rental price is excl. mandatory service costs of €45 per month.
Minimum income requirement is € 4,710 gross (fixed) income.
Deposits or guarantees/savings are not accepted.
Entrepreneurs must be able to provide the annual figures for the last 3 years.
Minimum rental period 1 year.
SMOKING IS NOT ALLOWED
PETS ARE NOT ALLOWED
The creditworthiness of the future tenant(s) is screened via Huurcheck Nederland by means of credit checks from, among others, BKR, EDR, Focum and ID check
No rights or claims can be derived from imperfections in the above-mentioned data, photos and/or floor plans.
Read less"
https://www.pararius.com/apartment-for-rent/leeuwarden/b0e3e7b4/auck-petersstrjitte,"€1,200 per month",Excludes: Service costs,8927 AB (Blitsaerd),95 m²,5 rooms,,Temporary rental,2010,,,Not present,Present,A+,Not present,Yes,On private land,No,"Description
Rotsvast Noord-Nederland offers for rent:
We offer a high-quality finished and fully furnished apartment in a beautiful location, located on the 1st floor. This apartment is ideal for those looking for comfort and an excellent living environment.
Layout:
Layout; entrance; long hall, access to spacious bedroom approx. 18m2, second bedroom with white goods (washing machine + dryer). There is a spacious kitchen-diner (approx. 18m2) with appliances, a luxurious bathroom with shower and double sink. There are two separate toilets, one with a urinal. Finally, the apartment has a bright living room and a separate study/office space. The apartment has a spacious and sunny terrace all around.
Details:
- Available for short term
- Spacious and sunny terrace
Financial:
- Rent €1200 p/m (incl: G/W/L, internet, upholstery, furnished)
- Deposit €1200
If you are interested and/or for more information, please feel free to contact our office in Leeuwarden via:
T: ******
E: ******
W: ******
Our terms and conditions apply."
https://www.pararius.com/apartment-for-rent/groningen/f39bb59f/winschoterkade,"€1,215 per month","Includes: Electricity, Gas, Internet, Service costs, Water",9711 EA (Binnenstad-Zuid),60 m²,2 rooms,,Unlimited period,1903,1,,Not present,Not present,A,Not present,Yes,Paid,No,"Description
MAIN DESCRIPTION
LIVING AT THE CANAL IN THE COZY CENTER OF GRONINGEN IN A LOFT WITH VIDE OF ABOUT 60M2. A UNIQUE OPPORTUNITY TO PUT YOUR OWN SPIN ON CITY LIFE IN THIS FANTASTIC lLOCATION.
LOCATION
The address is located 1.2km from the central station, 550 meters from the Grote Markt, 650 meters from the UMCG, 1km from the University of Groningen and 4.3km from the Zernike complex.
SITUATION
The apartment is located on the ground floor.
SURFACE.
The house has an approximate size of 60m2.
FEATURES
The accommodation is located on the ground floor and has a view over the canals. Upon entering there is a lovely open spacious living room with kitchen which is equipped with a dishwasher, hob, extractor, double sink, fridge freezer and plenty of storage. There is also access through the living room to the toilet and bathroom. A staircase leads to a lovely spacious mezzanine with enough space for a king-size bed, large closet and a study/office area. Because this is an open loft space there is so much for the creative mind to create with this playful space. For example, a living room could also be on the mezzanine. Is this one right for you? Come and approach us for a viewing.
In summary: A loft house at the canal. You can cross the road and enjoy the city life by the canal or just walk into town for a bite to eat and a drink.
RENTAL PRICE AND DEPOSIT
The basic rent: €1000,- and the advance payment for gas, water, electricity, TV and internet is €215,- This makes a total rent of €1215,-. The deposit is equal to two months basic rent.
AVAILABILITY & RENTAL PERIOD
The housing unit will become available as soon as possible. The minimum rental period is 12 months with a possibility of indefinite extension
INTERESTED?
You can leave a reaction via the website(s). The timeline determines which candidates we can invite for the first selection. So to make everything as fair as possible, we apply a first come first served rule. We therefore only accept applications via mail or via the application form on the website(s).
YOUTUBE
Might be good to subscribe to our YouTube channel. Expat Relocation Brokers always works on a first come, first served basis. So it is good to know that a property is first added on our YouTube Channel before the property comes online.
So if you subscribe and turn on the call icon, you will be notified when a new property is available. This can help you find a property.
Channel: Expat Relocation Brokers.
EXTRA
Are you unable to find a property? We are happy to help you with a personalised search based on your wishes and requirements. Check out our website for more information.
No legal rights can be derived from the above information."
https://www.pararius.com/apartment-for-rent/roosendaal/88973cd7/kuiperstraat,"€1,150 per month",,4701 HW (Centrum-Oud),120 m²,5 rooms,,,1912,1,,Not present,Not present,B,,No,,,"Description
Apartment for rent in Roosendaal with 3 bedrooms in the Centrum-Oud district."
https://www.pararius.com/apartment-for-rent/eindhoven/b90baed1/pastoor-van-arslaan,"€1,095 per month",Excludes: Service costs,5622 CK (Barrier),65 m²,3 rooms,,Unlimited period,1929,,,Not present,Not present,A,Not present,No,,No,"Description
Located on the quiet and characterful Pastoor van Arslaan, this charming 65-square-meter home offers a perfect balance of comfort and efficiency. Upon entering, you are welcomed into a spacious, bright living room with large windows that offer beautiful views of the green street. The open floor plan creates a spacious feeling, with a seamless transition to a modern kitchen, equipped with all the necessary appliances and sleek finishes.
The home features one spacious bedroom and a large window that lets in plenty of natural light. There is also a second bedroom that could perfectly serve as a study, guest room or hobby room. The bathroom is modern, with a walk-in shower and stylish tiles.
At the rear of the house is a cozy outdoor area, ideal for outdoor relaxation. The property is well maintained and ready for immediate occupancy, with high-quality materials and contemporary finishes. The location on Pastoor van Arslaan combines a quiet residential environment with proximity to stores, parks and public transportation, providing an ideal combination of tranquility and convenience."
https://www.pararius.com/apartment-for-rent/maastricht/19aa4201/kroesmeestersdreef,"€1,350 per month",,6216 PK (Belfort),90 m²,5 rooms,,,1966,1,Lift,Present,Not present,C,,,,No,"Description
*** NO STUDENTS ***
Location:
Central location in the quiet, neat Belfort district in Maastricht. The center of Maastricht (Vrijthof) is a 7-minute bike ride away, as are shops.. Supermarket within 5 minutes walking distance. Primary school, secondary school and childcare are within walking distance. Bus stop within 5 minutes walking distance. The UMC+ is 12 minutes away by car. All sports facilities are available, including an international golf course.
Layout:
Surprisingly spacious apartment with neat finish at the 3rd level. From the house entrance, where the separate kitchen is adjacent, you enter a central hall that gives the apartment an extra dimension. This has recently been completely renovated and equipped with an intercom with video (videophone).
From the hall you enter the sunny living room. The hall also gives access to the 3 bedrooms, toilet and single bathroom with shower and sink. The living room offers space for a sitting area and a dining area. The entire house has beautiful parquet, the kitchen is tiled. The windows provide a lot of light in the house.
Interior:
The apartment is furnished, in the living room a solid (extendable) wooden table with leather chairs, sufficient armchairs and cupboard space including a dresser. The master bedroom is equipped with a double bed and sufficient wardrobe space. In the kitchen all necessary equipment is available including a dishwasher and a large fridge/freezer. TV and WiFi are available in the house, optionally available to rent as an additional package. The house is equipped with video intercom and door unlocking.
Outside:
There is a balcony on the south side on the 3rd floor equipped with an electrically operated awning. The entrance side of the apartment is equipped with electrically operated roller screens which gives an extra sense of security. There are sufficient freely available parking spaces for visitors. There is also a playground for children around the corner. The view from the living room and from the balcony is unobstructed with lots of greenery.
Storage:
On the ground floor there are two (shared) bicycle storage areas that the tenant can use.
Special features:
Usable surface: approx. 90 m2
Available from 01.09.2024;
Rental period: indefinite period, min. 12 months;
Rental price: € 1,350 per month (furnished);
Excluding gas, water, electricity, TV and internet costs and service costs (VVE);
Deposit: € 2,700;
Energy label C;
Year of construction 1966;
The house is not suitable for students;
Rental condition: income at least 3.5x the rent, with any partner income being included for 50%.
A screening is part of the acceptance procedure;
Please note, pets are not allowed and smoking is not allowed in the house!
123Wonen Limburg acts as a rental agent for the owner for this living space. Therefore, no brokerage costs apply for this property. If you want to rent after the viewing, the deposit on the first rent is €150 to reserve the property.
This description has been compiled with the utmost care. However, no rights can be derived from it. 123Wonen Limburg accepts no liability for any incompleteness, inaccuracy or otherwise, or the consequences thereof.
We work in accordance with the Pararius allocation protocol. More information can be found via this link: ******"
https://www.pararius.com/apartment-for-rent/tilburg/4fa17794/rosmolenplein,"€1,325 per month",Excludes: Service costs,5014 ES (Besterd),51 m²,2 rooms,,Temporary rental,2024,1,Lift,Present,Not present,A++,Not present,Yes,Public,No,"Description
Available from October 1, reservations open! Flat comes fully furnished, even new cutlery in the drawer! Newly renovated and fully furnished, 1-bedroom flat in a fantastic location in Tilburg. The flats are newly and luxuriously furnished and ready for you to move in. Perfectly and exclusively available for expats, international students or others looking for temporary residence.
The complex at Rosmolenplein has been transformed into a unique living experience, consisting of 8x one-bedroom flats and 2x two-bedroom flats. The beautiful building has the ideal location for you, with a quiet yet lively neighbourhood, and within a 5-minute commute from the city centre. Explore the many catering establishments or enjoy an afternoon of shopping in the shopping streets nearby.
The flats have been recently renovated with high-quality materials and are ready for you to move in. After the renovation, the flats have been carefully redecorated for optimal living comfort. From major furniture like a bed, wardrobes and sofas, to cutlery, sheets and towels, it will be a real hotel experience at a fraction of the cost!
The supermarket is around the corner, and the university and central station can both be reached in just under 10 minutes by bike. The Ringbaan-Oost motorway is just a short commute away, and the motorway can be reached in just under 10 minutes' drive.
Flat 51 m2 | €1,325 excluding service charges
The flat has a new bathroom, a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher and combi oven), a new bathroom, new furniture and new appliances. The flat is located on the first floor and gives access to a shared backyard where bicycles can be stored covered.
Details:
Rental period maximum 6 months, deposit 2 months
Perfect landing spot, after which you can look for a long-stay home
Attractive and authentic flat
Located in a quiet but lively neighbourhood, close to the city centre
Close to the university and public transport
Close to main roads and a 10-minute drive from the motorway
Energy label A++, low energy costs
Ready to move in, high quality finishing
No pets allowed
Further information:
If you are interested, please contact us by sending a message directly to start your reservation."
https://www.pararius.com/apartment-for-rent/tilburg/1b12e50f/hoefstraat,"€1,375 per month",Excludes: Service costs,5014 NJ (Hoefstraat Noord),51 m²,2 rooms,,Unlimited period,2024,1,,Not present,Present,A+++,Not present,No,,No,"Description
Available from September 1, reservations open! Newly renovated and fully furnished 2-room apartment in a fantastic location in Tilburg. The apartments are new and luxuriously furnished and ready for you to move in. Perfectly and exclusively available for expats, international students or others looking for temporary residence.
The complex on the Hoefstraat has been transformed into a unique living experience, consisting of 5 one-bedroom apartments and 1 two-bedroom apartment. The beautiful building has the ideal location for you, with a quiet but lively neighborhood, and within a 5-minute commute from the city center. Explore the many catering establishments or enjoy an afternoon of shopping in the shopping streets nearby.
The apartments have been recently renovated with high-quality materials and are ready for you to move in. After the renovation, the apartments have been carefully redecorated for optimal living comfort. From great furniture like a bed, cabinets and sofas, to cutlery, sheets and towels, it will be a real hotel experience at a fraction of the cost!
The supermarket is around the corner, and the university and central station can both be reached in just under 10 minutes by bike. The Ringbaan-Noord arterial road is just a short commute away, and the highway can be reached in just under a 10-minute drive.
Apartment 51 m2 | €1,375 exclusive.
The apartment has a new bathroom (with new washing machine), a new kitchen (with induction hob, extractor hood, fridge freezer, dishwasher and combination oven), a new bathroom, new furniture and new appliances. The apartment is located on the second floor and gives access to a shared backyard where bicycles can be stored covered.
Details:
Rental period between 1-12 months (exchange period is possible! ), deposit 2 months
Attractive and authentic apartment
Located in a quiet but lively neighborhood, close to the city center
Close to the university and public transport
Close to highways and a 10 minute drive from the highway
Energy label A++, low energy costs
Ready to move in, high quality finishing
Pets not allowed
Smoking not allowed inside, possible in backyard terrace
Further information:
If you are interested please contact us by sending a message directly to start your reservation."
https://www.pararius.com/apartment-for-rent/roosendaal/d3ba553a/molenstraat,"€1,395 per month",Excludes: Service costs,4701 JZ (Centrum-Oud),67 m²,2 rooms,,Temporary rental,1920,1,,Not present,Not present,D,Present,No,,No,"Description
928499
Attention! You can only request a viewing online via this website.
Please state the following information in your viewing request:
1. Number of adults who will live in the house
2. Number of children who will live in the house
3. Do you have pets, if so? Which?
4. The joint net monthly income
5. Can you pay an increased deposit, if so? How much?
6. The reason for moving
7. By when you want to move into the house
************************************************
Description provided by lessor and conditions:
Rental price
The rental price is excluding gas/water/electricity, but including service costs.
Deposit
At the start of the rental agreement, a deposit is required.
The apartment will be rented through 'Overbruggingsverhuur'. Overbruggingsverhuur provides a temporary rental agreement for properties. There is no waiting list and we offer well-kept houses for an affordable rent.
Rental period
The rental period is 12 months.
General information
In order to rent an Overbruggingsverhuur rental house, the tenant has to meet certain conditions. A summary of these conditions is outlined below.
Conditions regarding house hold income
To meet the income requirement, your net income will need to be approx. 3 times the rental price. Any other payment commitments (for example debt collection agency) will be deducted from the house hold income. Another possibility to meet this requirement is to pay a higher deposit.
Questions about the property?
You can contact the landlord for all these questions.
************************************************
Register gas and electricity?
When allocating the house, the utilities must be registered in the name of the tenant. By responding to a property, a candidate tenant / interested party also gives permission to be informed through us of the cheapest energy suppliers.
Disclaimer
Er kunnen geen rechten worden ontleend aan de aangeboden informatie. Indien u zekerheid wenst te hebben over de verstrekte informatie en de actualiteit daarvan, dient u contact op te nemen met Overbruggingsverhuur (huren@). Overbruggingsverhuur kan niet aansprakelijk worden gesteld voor eventuele gevolgen of schade verband houdende met de aangeboden informatie."
https://www.pararius.com/apartment-for-rent/eijsden/c29d0159/kerkplein,"€1,350 per month",Excludes: Service costs,6245 KH (Mesch),85 m²,3 rooms,,Temporary rental,1830,2,,Not present,Not present,B,Not present,No,,No,"Description
Fully furnished apartment at Pley 4 in Voeren available from 10 September. The property is located just across the border with the Netherlands about 15 minutes' drive from the centre of Maastricht.
This fully furnished luxury flat has 2 bedrooms, a spacious living room, kitchen, a spacious bathroom, separate toilet & storage space.
Due to the flat's rural location, it is always very quiet.
The rent of the house is €1,350,00 per month excluding €175,00 for furniture, water & internet. Electricity should be disconnected in your own name.
FEATURES:
Available from 10 September
Rent: € 1,350.00
Service costs: € 125,00
Electricity: exclusive
Deposit: 2 months"
https://www.pararius.com/apartment-for-rent/eijsden/3895b50d/kerkplein,"€1,250 per month",Excludes: Service costs,6245 KH (Mesch),85 m²,3 rooms,,Temporary rental,1830,2,,Not present,Not present,B,Not present,No,,No,"Description
Fully furnished apartment at Pley 4 in Voeren available from 10 September. The property is located just across the border with the Netherlands about 15 minutes' drive from the centre of Maastricht.
This fully furnished luxury flat has 2 bedrooms, a spacious living room, kitchen, a spacious bathroom, separate toilet & storage space.
Due to the flat's rural location, it is always very quiet.
The rent of the house is €1,250,00 per month excluding €175,00 for furniture, water & internet. Electricity should be disconnected in your own name.
FEATURES:
Available from 10 September
Rent: € 1,250.00
Service costs: € 125,00
Electricity: exclusive
Deposit: 2 months"
https://www.pararius.com/apartment-for-rent/swalmen/4050001e/rijksweg-noord,"€1,375 per month",Excludes: Service costs,6071 KW (Martin Giessen-Bosstraat),82 m²,3 rooms,,Unlimited period,2022,1,"Lift
Toilet",Present,Not present,A+,Not present,Yes,On private land,No,"Description
Lovely apartment with balcony for rent in Swalmen with 2 bedrooms in the Martin Giessen-Bosstraat district."
