Link,Huurprijs,Prijs details,Locatie,m2,Kamers,Specificaties,Huurovereenkomst,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten verwarming,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max,Punten zonder CAP
https://www.pararius.com/apartment-for-rent/swalmen/4050001e/rijksweg-noord,1375.0,Excludes: Service costs,6071 KW,82.0,3,,Unlimited period,2022.0,1.0,"Lift
Toilet",Present,Not present,A+,Not present,Yes,On private land,No,"Description
Lovely apartment with balcony for rent in Swalmen with 2 bedrooms in the Martin Giessen-Bosstraat district.",False,,Martin Giessen-Bosstraat,swalmen,287000.0,76.875,9,4.0,2.0,47,4,0.0,34.28384279475983,False,177.16,34.28384279475983,177.15884279475983
https://www.pararius.com/house-for-rent/groningen/7acc6459/asterstraat,1325.0,,9713 TX,73.0,3,,,2020.0,1.0,"Bath
Mechanical ventilation
Shower
Toilet",Not present,"Present (37 m², located on the north-west)",A,Present,Yes,,,"Description
Beautiful upholstered house with garden for rent in Groningen with 2 bedrooms in the Florabuurt district.",False,37.0,Florabuurt,groningen,285000.0,68.4375,9,8.0,14.95,41,0,0.0,36.04851348926243,False,177.44,36.04851348926243,177.43601348926242
https://www.pararius.com/apartment-for-rent/budel/e5fdce55/dr-kuyperstraat,1200.0,Excludes: Service costs,6021 XD,79.0,3,,Unlimited period,2025.0,1.0,"Shower
Toilet",Present,Not present,,Present,Yes,On private land,No,"Description
Apartment with balcony for rent in Budel with 2 bedrooms in the Budel district.",False,,Budel,budel,321000.0,74.0625,9,8.0,2.0,41,4,0.0,39.74362942899785,False,177.81,39.74362942899785,177.80612942899785
https://www.pararius.com/house-for-rent/beek-lb/75724d3f/smedestraat,1250.0,,6191 TN,108.0,7,,,1938.0,1.0,"Cable TV
Mechanical ventilation",Not present,Present,D,Present,Yes,On private land,No,"Description
Charming house with garden for rent in Beek with 3 bedrooms in the Beek district.",False,,Beek,beek lb,293000.0,101.25,21,4.0,2.0,14,4,0.0,31.846999838266214,False,178.1,31.846999838266214,178.0969998382662
https://www.pararius.com/apartment-for-rent/nijmegen/bded8c03/ijsvogelpassage,1295.0,,6541 RK,90.0,3,,,1970.0,1.0,,,,A,,,,,"Description
Lovely apartment for rent in Nijmegen in the Biezen district.",False,,Biezen,nijmegen,347000.0,84.375,9,4.0,0.0,41,0,0.0,39.836487142164,False,178.21,39.836487142164,178.211487142164
https://www.pararius.com/apartment-for-rent/budel/4aabfd3f/dr-kuyperstraat,1200.0,Excludes: Service costs,6021 XD,84.0,2,,Unlimited period,2025.0,1.0,"Shower
Toilet",Present,Not present,,Present,Yes,On private land,No,"Description
Lovely apartment with balcony for rent in Budel with 1 bedroom in the Budel district.",False,,Budel,budel,321000.0,78.75,6,8.0,2.0,41,4,0.0,38.68746101060512,False,178.44,38.68746101060512,178.43746101060512
https://www.pararius.com/apartment-for-rent/den-haag/da2fbc3d/zwarteweg,1238.0,,2511 VV,75.0,2,,,1900.0,1.0,,Not present,Present,A,,No,,,"Description
Located in the heart of The Hague along the canal, this lovely 2-room apartment is available on the ground floor. The property is situated in the perfect location. Shops, terraces, restaurants, nightlife, gyms, cinemas, boutiques, and Central Station are all in the immediate vicinity. You’ll also find the Denneweg, Lange Voorhout, the Binnenhof/Buitenhof, Noordeinde Palace, and the Palace Gardens all within walking distance. In short, a perfect apartment for a starting couple!
LAY-OUT: The living space is located directly on the ground floor. Front door, entrance to the apartment in the hallway where the separate toilet is situated. Living room of approximately 24 m². The ceiling of the living room features beautiful ornaments, giving a luxurious and authentic feel. From the living room, you have access through French doors to the lovely garden located at the rear. Semi-open kitchen with a great kitchen island, equipped with a stove, refrigerator, freezer, extractor hood, dishwasher, and oven. Spacious bedroom of approximately 20 m², separated from the living room by French doors. Bathroom with shower and sink.
The entire apartment has wooden flooring, double glazing, and is heated by central heating. The connection for the washing machine/dryer is located in the basement.
DETAILS:
- Heart of The Hague city center
- Central Station within a stone's throw
- All conveniences nearby
- With garden
RENTAL PRICE:
- Excluding utilities gas, water, electricity (individual meters, contracts on tenants name)
- Excluding television / internet (to be concluded by yourself)
RENTAL CONDITIONS:
- Property is suitable for a maximum of 2 persons (sustainable household)
- Lease term: minimum 1 year + indefinite period
- Deposit equal to the (total) monthly rent
- Housing permit required (max. gross annual income is €62.191 for 1 person and €82.921 for 2 or more persons)
- No pets allowed
REQUIREMENTS:
See under the tab ""rental conditions"" which documents are required for renting this property.
* No legal rights can be derived from the above text",False,,Uilebomen,den haag,389000.0,70.3125,6,8.0,2.0,41,0,3.0,48.64919941775837,False,178.96,48.64919941775837,178.96169941775838
https://www.pararius.com/house-for-rent/giethoorn/fa6c8c24/binnenpad,1395.0,,8355 BP,90.0,4,,,0.0,1.0,,,Not present,C,,,,No,"Description
123Wonen The rental agent of Deventer offers:
In the protected village of Giethoorn, this beautiful detached house right on the water is available! The house can be reached via a bridge over the canal. From your own plot you can sail with a boat to a beautiful nature reserve with extensive fishing and sailing water. All important facilities can be found in Giethoorn itself.
A short distance away are Meppel and Steenwijk, where there are also stations. Moreover, you are in the center of Zwolle within half an hour.
NOTE: This is a fully furnished house!
LAYOUT
Entrance with toilet, cozy and bright living room, kitchen with hob, extractor, oven, microwave, dishwasher, refrigerator and freezer.
FIRST FLOOR
Landing with access to the bedrooms and bathroom. Bathroom has a shower, sink and washing machine connection.
OUTSIDE
Around the farm is a spacious garden of 906m 2 with a private dock. Overlooking the passing boats in the sun it is lovely to stay here!
DETAILS
- Immediately available!
- Maximum rental period: 12 months
- Furnished house!
- Rental price: € 1395,00 per month
- Fixed price for gas, water, and electricity, internet/television, furniture, and parking space: € 450,00 per month
- Excluding municipal taxes
- Deposit: 1 month rent
- No brokerage! 123Wonen works as a rental agent for the owner.
Do you find this offer on another website? Check our own website for up-to-date offers: ******.
Are you an expat living abroad and looking for a new home in or around Zwolle?
Have a look on: ******.
We can help you with finding a new home beyond our own offers!
Should you need any further information, or would you like to plan a viewing? Do not hesitate to contact 123Wonen Zwolle!
Translated with ****** (free version)",False,,Giethoorn-Zuid,giethoorn,429000.0,84.375,12,8.0,0.0,22,0,3.0,49.815138282387196,False,179.19,49.815138282387196,179.19013828238718
https://www.pararius.com/apartment-for-rent/t-zand/9d84cfce/keinsmerweg,1267.0,Excludes: Service costs,1756 AG,86.0,3,"Accessible for disabled people, Accessible for seniors",Unlimited period,2023.0,1.0,"Cable TV
Fibre-optic connection
Intercom
Internet connection",Not present,Not present,A+++,Not present,Yes,Public,No,"Description
Lovely apartment for rent in 't Zand with 2 bedrooms in the t Zand-West- en -Zuid district.",False,,t Zand-West- en -Zuid,t zand,297000.0,80.625,9,4.0,-5.0,57,0,0.0,35.080735249314515,False,180.71,35.080735249314515,180.7057352493145
https://www.pararius.com/apartment-for-rent/bennekom/60cfbcf8/brinkstraat,1300.0,,6721 WS,61.0,3,,,2016.0,1.0,"Fibre-optic connection
Mechanical ventilation
Shower",Present,,A,,Yes,Public,,"Description
Are you looking for a luxurious furnished maisonette with two bedrooms, within walking distance of the center of Bennekom? Then read on quickly!
This modern complex consists of 9 different apartments.
The apartment is located a short walk from the lively center of Bennekom. Cities such as Wageningen and Ede can be reached within approximately 10 minutes by car.
Layout:
On the side of the complex is the closed main entrance with a staircase to the upper floors. On the ground floor are the storage rooms, including that of the apartment, which is equipped with heating. The apartment also has its own parking space. The energy-efficient maisonette is located on the first floor of the complex.
1st floor:
Upon entering, you will find the kitchen on the left and the living room on the right. Thanks to the ample light, the living room feels very pleasant. The living room is approximately 14 m² in size, so there is enough space for a cozy sitting area. From the living room you have access to the balcony, which is located on the south. To the left of the entrance is the kitchen, which is placed in a corner arrangement and is equipped with various built-in appliances, including a dishwasher, 5-burner gas hob, extractor hood, oven and a built-in fridge-freezer. Next to the entrance are the toilet with washbasin and a handy staircase cupboard.
2nd floor:
On the second floor there are two bedrooms and the bathroom. The modern bathroom is equipped with a shower and a sink.
For extra comfort, the entire maisonette has underfloor heating.
The ground floor has recently been renovated with a new PVC floor, a well-maintained apartment.
A Miele washer/dryer combination has been installed in the indoor storage room.
THIS APARTMENT IS ONLY SUITABLE FOR A WORKING COUPLE OR A SINGLE PERSON.
Additional information:
Acceptance as of November 5, 2024.
Energy label A.
The walls have been freshly painted, these may not be painted over. - Rental subject to approval by owner.
Rental price is excl. gas/water/electricity, TV/internet and municipal taxes.
Rental price is excl. mandatory service costs of €45 per month.
Minimum income requirement is € 4,710 gross (fixed) income.
Deposits or guarantees/savings are not accepted.
Entrepreneurs must be able to provide the annual figures for the last 3 years.
Minimum rental period 1 year.
SMOKING IS NOT ALLOWED
PETS ARE NOT ALLOWED
The creditworthiness of the future tenant(s) is screened via Huurcheck Nederland by means of credit checks from, among others, BKR, EDR, Focum and ID check
No rights or claims can be derived from imperfections in the above-mentioned data, photos and/or floor plans.
Read less",False,,Halderbrink,bennekom,403000.0,57.1875,13,8.0,2.0,41,0,4.0,55.84959553296585,False,181.04,55.84959553296585,181.03709553296585
https://www.pararius.com/apartment-for-rent/budel/e21bf76e/dr-kuyperstraat,1200.0,Excludes: Service costs,6021 XD,84.0,3,,Unlimited period,2025.0,1.0,"Shower
Toilet",Present,Not present,,Present,Yes,On private land,No,"Description
Lovely apartment with balcony for rent in Budel with 2 bedrooms in the Budel district.",False,,Budel,budel,321000.0,78.75,9,8.0,2.0,41,4,0.0,38.68746101060512,False,181.44,38.68746101060512,181.43746101060512
https://www.pararius.com/apartment-for-rent/eersel/b4907ede/lindestraat,1350.0,Excludes: Service costs,5521 EH,56.0,2,,Unlimited period,2024.0,1.0,,Present,Not present,A+++,Present,Yes,Public,No,"Description
For rent: Modern new-build apartment with energy label A+++ in the vibrant Eersel
This beautiful, fully furnished 1-bedroom apartment on Lindestraat offers everything you need for comfortable and sustainable living. The apartment is brand new and finished with high-quality materials. Thanks to the excellent A+++ energy label, you not only benefit from very low energy consumption, but you also contribute to a greener future.
Advantages at a glance:
• New construction and move-in ready: Modern and fresh design, ready to move into.
• Fully furnished: No hassle with window coverings and lamps, everything is arranged for you.
• Excellent location: Just 10 minutes by car from ASML and close to major highways.
• Walking distance to the center: Only 10 minutes on foot to the cozy village center of Eersel, known for its charming terraces and diverse restaurants.
• Beautiful balcony: Enjoy your morning coffee or a sunny afternoon outside.
• Peace and coziness: Eersel is a thriving village with a lively community and plenty of amenities, yet you live in a peaceful environment.
This apartment is perfect for professionals working at, for example, ASML or for those looking for a modern home in a village with lots of charm and facilities. The location directly on the highways ensures that you can reach your destination quickly and easily.
Be quick! Apartments like this in Eersel rarely come on the market and are rented out quickly.
Would you like more information or to schedule a viewing? Contact us today!
If you need further modifications or translations, feel free to ask!",False,,Eersel-kom en Lindeakkers,eersel,415000.0,52.5,6,4.0,2.0,57,0,0.0,60.361197754210856,False,181.51,60.014195258889586,181.86119775421085
https://www.pararius.com/apartment-for-rent/vlissingen/b001535e/oude-markt,1175.0,,4381 ER,106.0,5,,,2024.0,1.0,,,,A,,,,,"Description
Charming apartment for rent in Vlissingen in the Oude Binnenstad district.",False,,Oude Binnenstad,vlissingen,211000.0,99.375,15,4.0,0.0,41,0,0.0,22.69242811238362,False,182.07,22.69242811238362,182.06742811238362
https://www.pararius.com/house-for-rent/grou/6dfb64b4/yn-e-lijte,1200.0,,9001 ZR,78.0,4,,,1999.0,1.0,,,Present (400 m²),B,,,,No,"Description
123Wonen The rental agent of Friesland offers:
To bridge a gap: furnished detached holiday home in Grou
Yn'e Ljite, Grou
This detached, comfortable, very clean vacation rental. The location is on a spacious corner plot (total 400 m2), with a lovely garden and sun all day long. Next to the house there is enough space to park two cars to park on site. There are 3 bedrooms, one of which is a closet room, which workspace or as a bedroom for baby. Linen etc. is in ample degree available and free to use. In this house you only need to bring your clothes.
LAYOUT
Entrance hall, meter cupboard, toilet with hand basin. Bright living room with corner sofa and patio doors to the rear garden. Smart TV and Netflix. Open kitchen equipped with dishwasher, induction hob, oven microwave combination, extractor hood and fridge with freezer and stairs to the first floor. There is laminate on the entire ground floor.
Via the stairs you reach the landing on the first floor with two double bedrooms. The third bedroom is used as a closet/study room. Hallway closet with a boiler, washing machine, dryer, ironing board and iron. There is very short pole in the rooms and landing carpet. Bright bathroom with extra spacious shower, second toilet, washbasin and design radiator. There is an external large storage room next to the entrance of the house which includes two bicycles (free to use).
PARTICULARITIES
The house is heated by electric wall heaters and the boiler provides the house with the hot water requirement. The house is also equipped with double glazing and wall insulation. The holiday home is located at the quiet end of the park near the waterway. It adjacent park has various facilities such as a reception, laundry, playground,
children's pool and a restaurant.
Grou is a cozy tourist water sports village with marinas, a cozy center provided of various shops, restaurants, terraces and supermarkets. From Grou you can
endless sailing on the Frisian lakes. In addition, cyclists and walkers can also pick up heart.
-Rent € 1,200 per month
-Internet/TV € 50,-
-Use/depreciation of upholstery/furnishings € 150,-
-Advance gas, water and electricity € 250,-
-Total rent € 1,650 per month
-Deposit € 1,400,-
-Final cleaning € 125,-
-Fully furnished
-No brokerage or contract costs for the tenant. 123Wonen works as a rental agent for the owner.
Can you find this offer on another website? Check out our own website for the current offer: ******
For more information, please contact:
123Wonen Friesland
T ******
******
Follow us on: ******",False,400.0,Grou,grou,279000.0,73.125,12,8.0,15.0,34,0,5.75,34.61975142761169,False,182.49,34.61975142761169,182.49475142761167
https://www.pararius.com/apartment-for-rent/werkendam/7f1d6787/bandijk,1250.0,,4251 NT,70.0,3,,,1880.0,1.0,Roof terrace,,Not present,A,,,,No,"Description
On the edge of the Biesbosch, yet close to the village and public transport, is this unique upstairs apartment. Through a private entrance you come to a beautiful staircase that takes you to the house. Once upstairs you will experience the luxury and space of this house. The view of the Biesbosch is beautiful, and the finish is top!
Once upstairs you will experience the luxury and space of this furnished apartment and enter the living room fully equipped with underfloor heating. This large room with open kitchen (fridge, 4-burner gas hob, microwave/oven, sink), is really fantastic. Through the many windows there is a lot of natural light inside.
Through the French doors you have access to a spacious roof terrace of 25m2 where you can experience beautiful sunsets.
The fully tiled bathroom with Siemens washing machine has a large sink, shower and toilet. Also here comes a lot of natural light in through the Velux tilt-tilt skylight.
Details:
- Very competitive rent for such a unique property.
- High level of finishing
- Unique location
- Lease term short periods negotiable
- Maximum 1 person, pets not allowed
Rental price / Term
Furnished: yes
Rent: € 1250,- per month
Internet: € 50,- per month
GWE & municipality Taxes: € 275,- per month
Term: short periods negotiable / max. 9 months
Deposit: 2 months
Available: 01-11-2024
For more information or a viewing we invite you to contact:
Katinka van den Heuvel - 123Wonen Dordrecht
******",False,,Bedrijventerrein Werkendam,werkendam,416000.0,65.625,13,8.0,0.0,41,0,1.0,53.95134123518403,False,182.58,53.95134123518403,182.57634123518403
https://www.pararius.com/apartment-for-rent/beverwijk/68d57308/vennelaan,1361.0,Excludes: Service costs,1947 HL,71.0,2,,,2022.0,1.0,"Cable TV
Lift
Shower
Storage space
Toilet
Laundry room",Present,Not present,A+++,Present,Yes,On private land,No,"Description
Beautiful apartment with balcony for rent in Beverwijk with 1 bedroom in the Oranjebuurt district.",False,,Oranjebuurt,beverwijk,312000.0,66.5625,6,8.0,2.0,57,4,0.0,40.189372040100864,False,183.75,40.189372040100864,183.75187204010086
https://www.pararius.com/apartment-for-rent/hoofddorp/9a41ffce/burgemeester-van-stamplein,1265.0,Excludes: Service costs,2132 BH,91.0,3,,,2005.0,1.0,"Bath
Cable TV
Lift
Mechanical ventilation
Shower
Storage space
Toilet",,Not present,B,Present,Yes,Paid,No,"Description
Beautiful 3-Room Apartment in Hoofddorp!
Upon entering, you have access to two comfortable bedrooms, a spacious bathroom with a bathtub, double sinks, and a shower, as well as a separate toilet. Additionally, you'll find a convenient storage room. The living room is wonderfully spacious and provides access to the balcony, where you can fully enjoy the fresh air. The open kitchen is equipped with built-in appliances, perfect for preparing delicious meals.
Located at the corner of Burgemeester van Stamplein and Raadhuisplein, Lugano offers a prime location. The Vier Meren, with its shops, restaurants, cinema, and theater, is literally next door. At the same time, the center of Hoofddorp is exceptionally accessible. From your apartment, it's just a 15-minute drive to Schiphol or a 30-minute drive to downtown Amsterdam. The bus stops right outside, and you can park your car in your designated spot in Lugano's parking garage.
Returning home means always coming back to your beautifully finished apartment with a lovely outdoor space and expansive views. The apartments are all spacious and finished to a high standard with luxury fixtures and a complete kitchen.
The Area
Choosing Lugano means opting for a highly central and accessible location. Shopping, catching a movie, dining out, theater, and your daily groceries are all right next door. The accessibility by car, bus, and train is also well-arranged. Amsterdam, Schiphol, The Hague, and the North Sea coast are all quickly reachable. But if you seek some peace and quiet, you can rely on your own apartment and its unobstructed views. That is Lugano.
Interested?
Visit the property presentation on our website and click [REACT] to indicate your interest.
Income Standards and Registration Documentation
For this information, please refer to our website.
Deposit
The landlord may request a deposit for their own reasons, which may depend on the candidate’s employment situation.
Rent Adjustment
For rental properties with a liberalized rent price, there is an annual rent increase of up to CPI +1%, unless the government sets a different maximum rent increase for liberalized independent rental properties in any given year. In the case of a regulated rent price, the government determines the annual percentage increase.
Vb&t aims to assist you in finding a suitable rental property as effectively as possible. To achieve this, we ask you to register via our website. Registration is always free and entirely non-binding. You can register for properties that are currently available as well as those that may become available in the future. Based on the information you provide, you will be automatically notified by email when properties that match your preferences become available. You can easily and freely register on our website.
This information has been compiled with the utmost care. However, we cannot always prevent discrepancies between the information and what you see or have seen in or around the property. This may particularly apply to brochure text, floor plans, and measurements. No rights can be derived from these.",False,,Hoofddorp Zuid,hoofddorp,418000.0,85.3125,9,8.0,0.0,34,0,0.0,48.05854407601133,False,184.37,48.05854407601133,184.37104407601134
https://www.pararius.com/apartment-for-rent/valkenburg-zh/bda0f411/borculo,1375.0,,2235 DJ,74.0,3,,,2004.0,1.0,"Mechanical ventilation
Blinds
Shower",Present,,A,Present,Yes,Public,,"Description
Modern 2 bedroom top apartment (74m2) in a natural and quiet neighborhood in Valkenburg, a characteristic village on the edge of Katwijk aan Zee and close to Leiden. The coast is easily accessible by public transport, bicycle or car.
Ground floor:
The complex can be reached via a closed, joint entrance with intercom and mailboxes. In the hall you will find the staircase and the elevator to the floors.
1st floor:
Entrance apartment in long hallway.
At the front of the house are the two bedrooms.
Separate toilet with washbasin.
Indoor storage room with washing machine and dryer.
Bathroom has a walk-in shower, washbasin with furniture.
L-shaped kitchen, equipped with the necessary appliances (incl dishwasher).
Spacious living room of no less than 34 m²,
Adjoining balcony
Good to know:
Available from December 1, 2024.
Fixed parking space at the apartment complex.
Unfurnished.
Storage in the basement
Elevator in the complex
Additional costs:
Rent is excl. facilities such as GWE and @/TV
Municipal taxes
Deposit is €2500,-
Admission conditions:
Pets and smoking are not allowed.
Income is equal to or higher than 2.5 times the rent.",False,,'t Joght,valkenburg zh,428000.0,69.375,9,8.0,2.0,41,0,1.5,54.25669774578071,False,185.13,54.25669774578071,185.1316977457807
https://www.pararius.com/house-for-rent/oudehaske/0deb18bd/de-vervening,1295.0,,8465 RE,115.0,4,,Unlimited period,1981.0,1.0,"Storage space
Terrace
Toilet",Present,Present,C,Present,No,,Yes,"Description
Charming house with garden for rent in Oudehaske with 3 bedrooms in the Oudehaske district.",False,,Oudehaske,oudehaske,351000.0,107.8125,12,4.0,2.0,22,0,0.0,37.32827036263528,False,185.14,37.32827036263528,185.1407703626353
https://www.pararius.com/house-for-rent/zutphen/dee7c551/beukerstraat,1250.0,Excludes: Service costs,7201 LC,175.0,3,,Unlimited period,1391.0,1.0,"Bath
Shower
Toilet",Not present,Not present,,Not present,Yes,Permit,No,"Description
Characteristic house for rent in Zutphen with 3 bedrooms in the Laarstraat en omgeving district.",False,,Laarstraat en omgeving,zutphen,273000.0,164.0625,9,8.0,-5.0,-15,0,0.0,24.812227074235807,False,185.87,24.812227074235807,185.8747270742358
https://www.pararius.com/apartment-for-rent/heemstede/b7dcc17c/haendellaan,1300.0,Excludes: Service costs,2102 CW,60.0,3,,Unlimited period,2013.0,1.0,,Not present,,A,,No,,No,"Description
U HEEFT EEN OBJECTCODE NODIG ALS U ONS BELT. DE CODE IS: 7 9 5 2 9
BezichtigingWij plannen alleen een bezichtiging wanneer u een Qii account heeft aangemaakt en uw gegevens via DigiD aan ons, ter inzage, heeft vrijgegeven. LET OP: Minimaal inkomen van 62.400
Viewing
We will only schedule a viewing if you have created a Qii account and released your details to us for inspection with DigiD. Minimal income of € 62.400,-
Omschrijving
Een ruim 3 kamer appartement gelegen op de 1ste etage naast het Spaarne Ziekenhuis Heemstede.
Indeling
Gezamenlijke entree met trappenhuis en lift. Hal met doorloop naar de 2 slaapkamer(s), separaat toilet, badkamer, woonkamer met luxe open keuken. Externe berging.
Bijzonderheden
-Beschikbaar ca. per half december ( onder voorbehoud )
-Bouwjaar 2013
-Label A
-Lift wel aanwezig
-1ste etage
-2 slaapkamers
-Balkon
-Luxe keuken met inbouwapparatuur
-Badkamer met douche
-Inpandig en externe berging
-Appartement wordt ongemeubileerd verhuurd
-Huurder dient zelf zorg te dragen voor het sauzen of behangen van de muren en wanden en het leggen van een vloerbedekking ( indien geen overname )
-Huurprijs is exclusief servicekosten € 41,92
-Naamplaatje indien het een woning in een complex betreft (éénmalig) € 16,50
-Huurder dient zelf gas en/of elektra en water aan te vragen
Inkomenseis
-Kredietwaardig en voldoet aan inkomensnormen (48 x de netto huur als bruto jaarinkomen);
-Bij één inkomen dient het bruto jaarsalaris minimaal ca. 48 keer de maandhuur van de woning te zijn (bij deze woning van € 1.300,- huur per maand, is het bruto jaarsalaris dus minimaal € 62.400,-). Bij twee inkomens dienen de twee bruto jaarsalarissen samen minimaal 48 keer de maandhuur van de woning te zijn.
-Waarborgsom van tweemaal de netto huur € 2.600,-.
Huurperiode
-Een huurovereenkomst voor ten minste één jaar en wordt daarna automatisch verlengd voor onbepaalde tijd;
-Na de minimale huurperiode van één jaar bedraagt de opzegtermijn voor de huurder één maand;
-De huurperiode kan op elke dag van de maand ingaan. Yvastgoed bepaald de ingangsdatum van de huur.
Toewijzing
-Maximaal twee volwassen personen op de huurovereenkomst;
-Toetsing inkomen op alle contractanten, zegt één contractant op zal er opnieuw een toetsing worden gedaan, is het inkomen onvoldoende dienen alle contractanten op te zeggen;
-Huurder dient stabiel, vast en toereikend inkomen uit werk te hebben;
-Woning wordt niet verhuurd aan studenten;
-Friends-contracten worden niet verstrekt;
-Garantstelling (door bijvoorbeeld ouders) worden niet geaccepteerd;
-De woning kan niet als pied-à-terrenworden gehuurd;
-Huurder dient zich op het adres in te schrijven bij de gemeente;
-Huurders van Ymere die een sociale huurwoning achterlaten krijgen voorrang, met uitzondering van een tijdelijk contract;
-Een creditcheck maakt onderdeel uit van onze toewijzingsprocedure, bij aanmelding verleent u hiervoor automatisch toestemming;
Parkeren
Op straat is het vrij parkeren.
Overnames:
laminaat
*Deze aanmelding is met zorg samengesteld, de informatie die wordt verstrekt is echter indicatief er kunnen geen rechten aan worden ontleend.",False,,Schouwbroekerpolder,heemstede,587000.0,56.25,9,4.0,0.0,41,0,0.0,82.72197962154294,False,186.0,63.680753275109176,192.97197962154294
https://www.pararius.com/house-for-rent/diessen/e1d190f7/beerseweg,1250.0,Excludes: Service costs,5087 TP,30.0,2,,Unlimited period,2019.0,1.0,"Shower
Toilet",Not present,Present,A++,Not present,Yes,Public,No,"Description
Type: Bungalow
Location: Diessen
Nice cozy lodges available, built in a very attractive and peaceful environment. There is really nothing saved on, and that is immediately visible in the furniture, the finishing of the communal garden to the solar panels on the roof. Everything is of very high quality with an eye for detail.
Each apartment has underfloor heating and radiators, but also contains an air conditioning system that can also heat.
The beautiful garden offers space for all residents, and here you will find several fruit trees, water features, a pond, neatly mowed lawn and also a cozy place with BBQ that residents may use.
In the immediate vicinity you will of course find Diessen, but also the slightly larger Hilvarenbeek is only 3km away. By car, you are within 15 minutes in Tilburg, or 20 minutes in Eindhoven.
The accessibility of various (international) companies including ASML, or various companies on the High Tech Campus is good, and within 30 minutes you are on location.
The lodges can be rented untill 31-03-2025.
The rental price includes costs for TV + internet and parking and weekly cleaning, but excludes a monthly post-payment on gas, water and electricity consumption (by means of an intermediate meter).",False,,Verspreide huizen Baarschot,diessen,651000.0,28.125,10,8.0,2.0,52,0,0.0,138.7598253275109,False,186.0,78.8319923580786,238.8848253275109
https://www.pararius.com/apartment-for-rent/lunteren/37d44b1d/hessenweg,1400.0,Includes: Service costs,6741 JP,59.0,3,,Temporary rental,2000.0,1.0,,Not present,Present,,Not present,Yes,Public,No,"Description
Apartment with garden for rent in Lunteren with 2 bedrooms in the Meulunteren/De Valk district.",False,,Meulunteren/De Valk,lunteren,703000.0,55.3125,9,4.0,2.0,34,0,0.0,100.03167789208794,False,186.0,67.43357870438902,204.34417789208794
https://www.pararius.com/house-for-rent/tijnje/65959047/riperwei,1400.0,"Includes: Internet, Service costs",8406 AK,44.0,4,,Unlimited period,2021.0,1.0,"Shower
Toilet",Not present,Present (20 m²),,Not present,Yes,On private land,No,"Description
Nice house with garden for rent in Tijnje with 3 bedrooms in the Tijnje-Buitengebied district.",False,20.0,Tijnje-Buitengebied,tijnje,469000.0,41.25,12,8.0,9.0,41,4,0.0,78.54624851131402,False,186.0,63.95276200873363,193.79624851131402
https://www.pararius.com/apartment-for-rent/nijmegen/2623e772/berg-en-dalseweg,1345.0,Excludes: Service costs,6522 BC,55.0,2,Monumental building,Temporary rental,1888.0,1.0,"Cable TV
Intercom
Internet connection
Shower
Toilet",Not present,Not present,A++,Not present,Yes,,No,"Description
For rent via Holland2Stay: Unique short-stay lofts in Canisiushof, Berg en Dalseweg
ABOUT THIS RESIDENCE
This loft is one of the 120 unique homes for rent at Canisiushof. Coming in through the monumental hallways, you’ll find this loft on the ground floor. Highlights of this home are the high ceiling and extra loft area, looking out over the living room. Speaking about living in a characteristic place!
The open kitchen works great for cooking up your favorite meal while staying in contact with guests in your living room. This modern and dark kitchen has a white counter to top it off. Appliances include an induction plate, fridge with small freezer compartment, dishwasher, and cooker hood. Squeeze plenty of people around the round table, designed for better use of the space.
The bedroom area is located at the upstairs mezzanine. Thanks to this second loft floor, your home has a high ceiling. The bathroom has a big shower with a glass door, a sink with a vanity, and a mirror. The beige-colored tiles give a sense of calmness.
Good to know:
Fully furnished loft (linen included)
Wood-look flooring installed
Blackout curtains to cover up the windows
Kitchen with appliances (induction, dishwasher, fridge, combi oven)
Shared laundry room
Shared laundry
Bike storage in the basement
LOCATION
Canisiushof is located at Berg en Dalseweg in the neighborhood of Hunnerberg, east of Nijmegen’s city center. This neighborhood is well-connected. With Julianapark only 5 minutes away, you’re standing in nature within minutes.
There are two bus stops (Hugo de Grootstraat and Mesdagstraat) along the street.
Get your groceries at one of the supermarkets nearby, like Albert Heijn (450 meters) or Coop (500 meters).
Nijmegen’s city center is only a 15-minute walk or a 5-minute bike ride from Canisiushof.
ABOUT CONTRACT
Short-stay contract for 6 months
Deposit is approx. 1x all-in rent
Income requirement is approx. 3.5x all-in rent
This residence is offered with a short-stay contract. Initially, the residences of Canisiushof are reserved for exchange students, expats, and working professionals who need an urgent temporary housing solution (i.e. due to home renovation, home sale, relationship problems, internship, or temporary work in or around Nijmegen). If you are already living in - or around - Nijmegen, you probably do not meet the conditions to book this residence with a short-stay contract. Note that you cannot rent a short-stay residence if you have been a tenant of Holland2Stay before.
VIEWINGS
Want more information about this property or do you want to book a viewing? Contact us!",False,,Hunnerberg,nijmegen,601000.0,51.5625,6,8.0,-5.0,52,0,3.25,88.71734815402938,False,186.0,67.4948498908297,204.52984815402937
