Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max
https://www.pararius.com/house-for-rent/eindhoven/1a27a731/grevenmacherhof,2200.0,5625 LV,177.0,6,Furnished,Unlimited period,,1969.0,2.0,,Not present,Present,,C,Present,Yes,Public,No,"Description
Type: terrached house
Location: Woensel / Eindhoven
Very spacious terrached house with, among other things, two bathrooms and five bedrooms! This makes the house unique in its kind. The house is very conveniently located in relation to the Woensel Shopping Center with all the desired amenities and situated in a quiet street with no passing traffic. Free parking in the immediate vicinity of the house. The center of Eindhoven is easily accessible both by car and bicycle. An ideal home for a family looking for space. Because the house is delivered fully furnished, this uncle is immediately ready to move in!
Global format:
Front garden with spacious storage room and access to the house.
Hall with storage room with freezer and plenty of storage space. Guest toilet with hand basin and meter cupboard.
Spacious living room with sliding doors to the backyard and kitchen in corner arrangement at the front. The kitchen is fully equipped such as a dishwasher, oven, microwave, refrigerator and gas hob. Also more than enough storage space.
1st floor: landing with access to the various rooms. Three bedrooms and the bathroom are located on this floor.
Bedroom 1 and 2 both have a single bed, desk and wardrobe. Bedroom 3 (master bedroom) is very spacious (formerly two bedrooms) and is equipped with a double bed and very spacious wardrobe. Bathroom 1 has a bath/shower combination, toilet and sink.
2nd floor: landing with access to the very spacious roof terrace. There are also two more bedrooms here. Bedroom 4 has a workplace and bed with sunbed. Bedroom 5 is currently used as an ironing room. Bathroom 2 is provided with a washing machine and dryer, toilet, shower and sink.
Nice backyard with a roof, spacious terrace and borders. A nice place to enjoy the beautiful summer evenings.
All in all a house with many possibilities. The landlord installed floor insulation recently and the house is also already equipped with roof insulation.
The rental price is exclusive of gas, water and electricity, TV/internet (to be requested by the tenant) and municipal taxes (user area).
Minimum lease period: 12 months.",False,,'t Hool,eindhoven,320000.0,165.9375,11.0,2.0,22,0,2.25,29.894801766461896,False,233.08,29.894801766461896
https://www.pararius.com/apartment-for-rent/amsterdam/06808154/alhambralaan,3500.0,1064 NV,120.0,4,Furnished,Unlimited period,,1998.0,2.0,,Not present,Present,,A+,Not present,No,,No,"Description
**Charming Family Home in Green Amsterdam West – 3 Bedrooms, Stylish Design, Large Roof Terrace & Patio**
Welcome to this stunning 3-bedroom family home located in the green and lively area of Amsterdam West. Spread across 120 m², this beautifully designed house offers an exceptional blend of comfort, style, and convenience. With an open-plan layout, sleek concrete floors, and minimalistic lighting, this home has been thoughtfully curated for modern living.
*Spacious Ground Floor* A large, stylish kitchen with an open-plan dining area is perfect for entertaining or family meals. Adjacent is a dedicated office space, ideal for working from home. The dining area opens onto a private patio, perfect for enjoying outdoor meals or relaxing.
*Separate Living Area* Across the patio is a cozy and chic living room, providing a perfect retreat for unwinding.
*Luxurious Bathrooms* The home includes two beautifully designed, minimalistic bathrooms. The main bathroom on the first floor features both a bathtub and a shower, while the second bathroom adjoining the master bedroom offers an elegant walk-in shower.
*Outdoor Space* Enjoy the Amsterdam sunshine on the spacious roof terrace or relax in the private patio.
*Free Parking & Solar Panels* Free street parking is available right in front of the house. Additionally, the property is equipped with solar panels, ensuring energy efficiency.
*Furnished* Available fully furnished, making it a perfect move-in ready option.
*Location*
Situated in the sought-after Amsterdam West, this home is surrounded by green spaces, including nearby parks, and provides a peaceful yet vibrant atmosphere. The area is well-served by public transport, with tram and bus connections easily accessible, making it quick and convenient to reach the city center and other areas of Amsterdam.
For daily amenities, you'll find a variety of supermarkets, shops, cafes, and restaurants nearby. The popular De Hallen and Ten Katemarkt are just a short bike ride away, offering great options for dining, shopping, and entertainment.
Don't miss the opportunity to live in this beautiful, eco-friendly family home in one of Amsterdam's most vibrant neighborhoods!
Available per November 4th.",False,,Slotervaart-Noord,amsterdam,458000.0,112.5,11.0,2.0,47,0,0.0,47.666666666666664,False,220.17,47.666666666666664
https://www.pararius.com/apartment-for-rent/haarlem/b4c03afe/kampervest,1750.0,2011 EW,70.0,2,Furnished,Temporary rental,,1885.0,1.0,,Not present,Not present,,C,Not present,No,,No,"Description
** Available for 6 months only**
We offer to the market this very well presented one bedroom home in the pretty town of Haarlem.
The property is bright and modern with a large living room with designer features and large sunny windows.
There is an open plan kitchen with all appliances, and stylish work-tops and cabinets that then leads onto a large dinning area with an additional seating area.
On this floor there is also a modern and luxurious bathroom with large walk in shower.
On the first floor you find a modern and spacious bedroom with an elevated area for the closet. The property also benefits from an outside courtyard space.
Ideal location with easy access to main roads / highways leading to Amsterdam, Schiphol and Hoofddorp. Cycling distance to the beach in Bloemendaal is about 20 minutes.
** Available for 6 months only**",False,,Rozenprieel-noord,haarlem,430000.0,65.625,8.0,-5.0,22,0,0.0,55.82470368059888,False,138.95,48.32840221459763
https://www.pararius.com/apartment-for-rent/veldhoven/b1a4ca1a/borghoutspark,1500.0,5502 JX,130.0,2,Upholstered,Unlimited period,,1940.0,1.0,Bath,Present,Present,,,Present,Yes,Public,No,"Description
Spacious soft-furnished loft- apartment situated in a quiet and green street in Veldhoven and on a short distance to ASML, the entrance to the highway and all shops. The apartment is provided with free parking space, a garden and bicycle storage. Lay-out: Hallway with meter cupboard. Large open living room of appr.80m2 provided with lots of daylight, high ceilings a floor with floor heating, a stove and garden doors to a balcony. Open kitchen with a cooker + hood and oven. The bathroom is provided with a bathtub, toilet, washing basin and washing machine. Sleeping floor of appr.25 with a wooden floor and view over the living room. The rent is excluded the energy. - Agency fee is 1 month rent plus 21% VAT to be paid by the tenant. ? - Presentation of the property is commissioned by the owner / landlord, but we do not mediate on behalf and in the interest of the owner / landlord. We only mediate on behalf and in the interest of the tenant and therefore we will (only) charge a brokerage fee to the tenant.",False,,Zeelst,veldhoven,494000.0,121.875,4.0,2.0,-15,0,0.0,49.5938864628821,False,162.47,49.5938864628821
https://www.pararius.com/apartment-for-rent/utrecht/dc654031/oudenoord,2220.0,3513 EX,82.0,3,Furnished,Unlimited period,,1951.0,1.0,Shower,Not present,Not present,,A,Not present,Yes,Paid,No,"Description
4 rooms, 2 bedrooms apartment near the city center!
Location:
Located 5 minutes from Vredenburg and Utrecht Central.
Building:
The building is a municipal monument. The building will eventually have more apartments. At the front is the communal entrance of a large number of the apartments.
Apartments:
This apartment has a PVC floor. A light layout with a sophisticated lighting plan. High-quality kitchen and chic bathroom.
This apartment is a fantastic loft apartment where the space is spread over 3 levels.
Layout:
Entrance apartment. Toilet. Open kitchen with fridge, freezer, combi microwave, induction hob, dishwasher and extractor hood. The living room has 2 levels, this level is adjacent to the kitchen and together forms a kitchen diner. Large dining table with 6 luxurious armchairs. The higher part is for the seating area, which gives you a lovely lounge sofa to watch TV in peace. With beautiful stairs to reach the lowest level in the basement. A lovely master bedroom with a beautiful adjoining bathroom with sink and walk-in shower. Second bedroom or study.
Requirements:
Only furnished for rent
Every month you pay an advance to the owner of € 130.00 for G/W/E
Total rent of 2350 EUR",False,,Pijlsweerd-Noord,utrecht,389000.0,76.875,8.0,-5.0,41,0,5.75,46.715731174778995,False,173.34,46.715731174778995
https://www.pararius.com/apartment-for-rent/haarlem/c258e79d/pieterstraat,2885.0,2011 RM,96.0,3,Upholstered,Unlimited period,,1890.0,1.0,"Bath
Cable TV
Internet connection
Shower",Not present,Not present,,A,Not present,Yes,Paid,No,"Description
Amazing location in the middle of the historic center of Haarlem, the apartment is available from November for a rental period of at least 12 months. This apartment is situated on the first floor and really equipped with all the luxury and comfort such as a modern kitchen, beautiful bathroom and a very spacious roof terrace. Living in the heart of the center, the house is literally around the corner from the large shopping streets, Stadsschouwburg, various restaurants, gyms and the like that the center of Haarlem has to offer, you will also find the NS station within walking distance.
First floor / apartment 4a: Entrance in central corridor which provides access to all rooms. Modern toilet. Beautiful very spacious living/dining room with open kitchen, the living room has three large windows overlooking the cozy Kruisstraat. Two spacious bedrooms, of which the 'master bedroom' also provides access through French doors to the large sunny roof terrace. Luxurious bathroom with bath, separate walk-in shower and a washbasin. The washing machine can be connected in a separate storage cupboard.
Details:
- Living area approx. 96m² and volume of 350m³, roof terrace of 19m²
- In addition to the monthly rent, the tenant must take care of the costs of gas, electricity, water, TV/Internet and municipal taxes
- The house is offered decorated (this includes floor, lamps, window coverings and kitchen appliances) window decoration is not yet visible in the photos, in the living room there are white horizontal blinds in front of the large windows and dark curtains in the bedrooms
- Favorable location with regard to all facilities the historic city center has to offer
- Parking facilities based on a parking permit, more information can be obtained via the website of the municipality of Haarlem
- Landlord clearly prefers not to rent the house to house sharers
- This house can be rented by a tenant with his own monthly stable sufficient income from work and unfortunately not with a guarantor or a tenant who will not live in the house himself.",False,,Bakenes,haarlem,533000.0,90.0,8.0,-5.0,41,0,0.0,60.24490538573508,False,194.24,60.24490538573508
https://www.pararius.com/apartment-for-rent/arnhem/996002bc/goudensteinstraat,958.0,6825 CS,75.0,4,Upholstered,,,1968.0,1.0,Bath,Present,Not present,,C,,,,Yes,"Description
Living in the popular district 'Over het Lange Water' in Arnhem-Noord? You can in this neat 4-room apartment with 2 bedrooms. The apartment complex is equipped with entrance, elevator, intercom system and mailboxes. The spacious balcony is located on the south-east so you can enjoy the sun for a large part of the day. Each apartment has its own storage room on the first floor. In addition, there are plenty of parking spaces available at the complex.
Location:
The apartment is within walking distance of several parks, bus connections, the bustling city center of Arnhem and nature reserve the Posbank. All facilities are within easy reach such as the shopping center, schools and sports facilities. Various roads and the NS station are quickly accessible.
Layout :
Entrance / hall, cupboard, toilet, spacious living room with large windows and door to the balcony, semi-open kitchen with hood, induction hob, oven and plumbing for washing machine. Two bedrooms, bathroom with separate shower cabin, bathtub and fixed double sink.
Details:
- Available from 01-11-2024
- Available for a minimum of 12 months, thereafter indefinitely.
- Rent price: € 957,20 + € 70, - service costs + € 215 advance payment block heating = € 1.242, 20, - excluding G / W / E.
- The house is unfurnished.
- The deposit is € 1.242,20, -.
- No pets allowed
- Smoking inside is not allowed",False,,Over het Lange Water,arnhem,234000.0,70.3125,8.0,2.0,22,0,1.75,29.624454148471614,False,133.69,29.624454148471614
https://www.pararius.com/house-for-rent/lelystad/16a661c5/schoener-40,1895.0,8243 XC,125.0,5,Shell,,,1984.0,1.0,,,,,A,,,,,"Description
The renovated house is within walking distance of the 'Botter' neighborhood shopping center, health center and various (primary) schools. The city center of Lelystad with Lelystad CS bus and train station is also a few minutes by bike.
Entrance with spacious staircase, modern toilet and access to the living room.
Spacious and bright living room with access to the backyard with shed. The modern open kitchen is equipped with various built-in appliances such as a refrigerator, combination microwave, induction hob, extractor hood and a dishwasher.
First floor:
Landing, three bedrooms varying in size, two of which are at the rear. The 2 bedrooms at the back have shutters.
The bathroom has a spacious walk-in shower, a sink and the second toilet.
Second floor:
Landing, with central heating boiler, mechanical ventilation unit and inverter for the 18 solar panels, and access to a 4th bedroom.
The house has energy label A.
This information has been compiled by us with due care. On our part, however, no liability is accepted for any incompleteness, inaccuracy or otherwise, or the consequences thereof.
Please contact our office about the conditions that may apply to this house, i.e an income requirement, duration and form of tenancy, minimum rental period and other stipulations.",False,,Schoener,lelystad,301000.0,117.1875,8.0,0.0,41,0,4.0,30.51528384279476,False,200.7,30.51528384279476
https://www.pararius.com/apartment-for-rent/haarlem/50beee48/brakenburghstraat,2745.0,2023 DS,111.0,4,Upholstered,Unlimited period,,1930.0,2.0,"Bath
Cable TV
Shower
Skylight
Toilet",Present,Not present,,D,Not present,Yes,Paid,No,"Description
Kleverpark, a well known neighboorhood for Duchies from Haarlem and perhaps according to many thé district to live in Haarlem (remains an opinion), but the lovers of this beautiful green-rich city district are certainly right, ideally located towards the train station for those who work in Amsterdam, daily groceries in the vicinity (Albert Heijn and DEKA supermarkets plus many nice / smaller local entrepreneurs located literally in the middle of the neighborhood), various parks, schools, sports accommodations nearby and therefore also nice to live with children. A few years ago, this very beautiful renovated upstairs apartment was equipped with a complete second floor, resulting in a second luxury bathroom and two large bedrooms. Ideal for that young family where the wish exists to work from home in a separate room, because it is located next to the kitchen, can also serve as a bedroom.
Two outdoor areas, three bedrooms, the smallest of them can be set up very well as a home workplace, two bathrooms, wood stove in the living room, etc. etc. If we had to made a choice.
Ground floor: Entrance into a small hall which gives access to the stairs to the first floor.
First floor: Central landing with separate toilet, super beautiful modern glass door which gives access to the spacious and bright living room with tasteful laminate flooring, wood stove and bay window. Open kitchen with appliances. hallway to the rear of the house where a sleeping / office room is located. Hallway also gives access to the bathroom where the washing machine can also be set up. Both the living room and the back room give access to a balcony / roof terrace.
Second floor: This is really the bonus of this location, again a central landing, which provides access to two very spacious bedrooms and a second luxurious bathroom with walk-in shower, bath, beautiful washbasin and a second toilet.
Particularities:
- Living area of 111m² and volume of 376m³
- Rental period is based on an indefinite period with a minimum period of 18 months
- In addition to the monthly rent, the tenant must take care of the costs of gas, electricity, water, TV/Internet and municipal taxes
- The house is rented upholsterd (floors, window coverings and lamps available)
- Pets and smoking are/is not allowed
- Very surprising and playfully classified house
- Parking available on the basis of a parking permit, more information available on the website of the municipality of Haarlem
- The third bedroom/study located next to the kitchen makes it an ideal home for those who need to work from home
- Landlord clearly prefers not to rent the house to house sharers
- This house can be rented by a tenant with his own monthly stable sufficient income from work and unfortunately not with a guarantor or a tenant who will not live in the house himself",False,,Kleverpark-noord,haarlem,701000.0,104.0625,11.0,2.0,14,0,0.0,75.5777961367481,False,199.25,68.19129772512687
https://www.pararius.com/house-for-rent/nistelrode/e0e83577/laar,1650.0,5388 HK,160.0,4,Upholstered,,,1931.0,1.0,Cable TV,Not present,Present,"achtertuin, voortuin, zijtuin",G,Present,Yes,On private land,Yes,"Description
Upholstered house with garden for rent in Nistelrode with 2 bedrooms in the Laar district.",False,,Laar,nistelrode,388000.0,150.0,4.0,2.0,-15,0,0.0,36.58951965065502,False,177.59,36.58951965065502
https://www.pararius.com/house-for-rent/haarlem/b36df403/badelochstraat,3000.0,2026 VN,138.0,6,Upholstered,Temporary rental,,1936.0,1.0,"Bath
Cable TV
Internet connection
Shower
Toilet",Not present,"Present (38 m², located on the south)",,C,Present,Yes,Public,No,"Description
Beautiful and spacious unfurnished house with a nice garden including a storage room located over the entire width of the garden, located in a child-friendly neighborhood north of Haarlem Center. We could write a lot about this house, but are you in the market for a family home? Just come and see. This is a unfurnished house (some cupboard space, washing machine/dryer and 2 TVs in the bedrooms will remain) which is available from December 1st for a rental period of 24 months, after which the landlord will probably return to the house.
This is a beautiful and central location 15 minutes by bike from the historic center of Haarlem and the Central Station. You have all the facilities that Haarlem has to offer available within a few minutes walking / cycling distance. Ideal location in relation to various schools, shopping facilities and near arterial roads to Amsterdam, Schiphol, Hoofddorp, etc. The ideal thing about this location is that there is a lot of parking available without the need for a permit.
Parterre: Entrance house in hall. Modern toilet. Spacious and bright living room with wooden floors. At the rear, this house has been extended over the entire width, making the living room very spacious and also very light due to the large windows in combination with the glass roof of the extension. Living room gives (through French doors) access to the sunny backyard which is equipped with a storage room and back entrance. At the front of the house you will find the open kitchen which is equipped with various modern appliances such as a dishwasher, beautiful large stainless steel 4-burner gas hob from Boretti including a grill plate, stainless steel extractor hood, convection oven and a fridge/freezer combination.
First floor: this floor is also fully equipped with a beautiful wooden floor. Central spacious landing which gives access to three (sleeping) rooms (smallest room is also ideally furnished as a dressing room) and a modern bathroom with washbasin, bath, second toilet and walk-in shower.
Second floor: Central landing which gives access to two large bedrooms at both the front and rear of the house, both rooms are located under the sloping roof of the roof with the rafters left in sight. The washing machine and dryer are already connected on the landing.
Details:
- Living area approx. 138m² and a volume of 468m³
- Five bedrooms, the smallest of which is furnished as a dressing room, beautiful bathroom
- Ideal family home with sunny garden including a storage room and back entrance
- Rental period is based on a fixed term (Model C rental agreement) with a maximum duration of 24 months, after which the landlord will return and will live in the house again
- In addition to the monthly rent, the tenant must take care of the costs of gas, electricity, water, TV/Internet and municipal taxes
- The house will be rented unfurnished (floors, window coverings, lamps, washer/dryer, some cupboards and 2 TVs will remain behind)
- Landlord clearly prefers not to rent the house to house sharers
- This house can be rented by a tenant with his own monthly stable sufficient income from work and unfortunately not with a guarantor or a tenant who will not live in the house himself.
- Pets and smoking are/is not allowed
In short, a very cosy, well-maintained and fully furnished family home in a quiet and child-friendly residential area in Haarlem Noord. The historic center of Haarlem, the beaches of Bloemendaal and Zandvoort, the Elswout nature reserve, various schools and shops for daily shopping are all within walking/cycling distance.
In short, a very cosy, well-maintained unfurnished family home in a quiet and child-friendly residential area in Haarlem Noord. The historic center of Haarlem, the beaches of Bloemendaal and Zandvoort, the Elswout nature reserve, various schools and shops for daily shopping are all within walking/cycling distance.",False,38.0,Van Aemstelbuurt,haarlem,429000.0,129.375,8.0,15.0,22,0,4.0,42.57509018416556,False,220.95,42.57509018416556
https://www.pararius.com/apartment-for-rent/den-haag/59b865e5/theresiastraat,3250.0,2593 AD,145.0,4,Furnished,,,1957.0,2.0,"Bath
Cable TV
Mechanical ventilation
Shower
Toilet",Present,,,C,,Yes,Public,,"Description
Beautiful bright maisonette that is completely renovated and located at lovely Theresiastraat. This spacious two-bedroom and two-bathroom property offers 145m2 of useable area, is fully furnished, and has a sunny balcony facing southeast.
The property is surrounded by the various shops, restaurants, and cafes on Theresiastraat and is ideally located towards public transport, Central Station, and various exit roads. The city center can be reached within walking distance.
Description:
Closed entrance on street level, stairs to the second floor, entrance to the apartment. The sizeable entrance hall provides access to the main living area with an open kitchen, an open-plan office/library area, a separate toilet, two storage cupboards, and stairs to the upper floor.
The spacious living room with oak wooden flooring provides plenty of natural light and has two fireplaces. The balcony runs the length of the property, facing southeast, and offers a view of the Hague skyline. The open-plan kitchen is equipped with all modern conveniences: gas cooker and extractor hood, dishwasher, oven, fridge-freezer. From the kitchen, you can access a small balcony with a storage cupboard and a view over Theresiastraat.
The upper floor offers two generous-sized double bedrooms with fitted wardrobes and a luxurious master bathroom with shower and bath. A separate family bathroom/shower room with a washing machine, dryer, and separate toilet.
Remarks:
Available on November 14
Available for a minimum of 12 months
Rent excludes the costs of utilities, TV and internet
Nice furniture and appliances throughout the property
1month deposit
Furnished
Energy label C
Separate bike storage/shed at the rear of the property
Located close to the central station",False,,Bezuidenhout-Midden,den haag,464000.0,135.9375,11.0,2.0,22,0,4.0,44.97379912663756,False,219.91,44.97379912663756
https://www.pararius.com/house-for-rent/vught/08a08468/taalstraat,3350.0,5261 BC,168.0,5,Furnished,Temporary rental,,1900.0,1.0,,Not present,Present (70 m²),,,Present,Yes,On private land,Yes,"Description
Taalstraat in Vught,
Available from January 15, 2025, beautiful recently renovated monumental house with 4 bedrooms. The house is offered furnished for a maximum period of 24 months. (a diplomatic clause will be used).
Location: The house is located on Taalstraat in Vught. The Taalstraat is very centrally located, a short distance from the historic center of 's-Hertogenbosch, various arterial roads and beautiful nature reserves.
As soon as you open the front door you enter the beautiful hall. The hall has a high ceiling, characterized by original moldings. The hall gives you access to the kitchen and the playroom.
You can also go to the first floor via the hall.
At the front of the house is the cozy living room with decorative fireplace. The living room is very light due to the high windows with stained glass details.
The living room can be closed off by means of the sliding doors.
The beautiful dark green kitchen is literally fully equipped, such as a large oven, dishwasher, hob with extractor, refrigerator, freezer and a Quooker. Through the kitchen you enter the dining room. The attractive dining room is connected to the playroom which also gives access to the toilet. You can also go to the garden through the dining room. There is a spacious garage at the back of the garden. The garage has a roof and offers a back entrance via the street behind the house.
On the first floor there are two bedrooms and a bathroom. The first bedroom has an area of 14 m2 and is equipped with a double bed. The second bedroom has an area of 9 m2 and is equipped with a children's bed (extendable into a single bed).
The luxurious bathroom has a walk-in shower, bath, wall-mounted toilet, double sink, towel radiator and underfloor heating.
On the second floor is the master bedroom, which is equipped with a double bed, air conditioning, bath, sink and television. The area of the master bedroom is 24 m2.
On the second floor you will also find a children's room with an area of 12 m2, and a laundry room with washing machine, dryer and toilet.
Contract form: A fixed-term contract of maximum 24 months is used. (diplomat clause).
Availability: The object is available from January 15, 2025 (or later in consultation)
Rental price: The basic rental price of this house is € 3,100. The costs for furnishing are € 250. You must take care of your own connection to gas, electricity, water, television and internet. We can take care of this on your behalf. The deposit is € 6,200.
Rental criteria: We use the standard that a household must have a gross monthly income of at least 3 x the basic monthly rent.
If you are interested in the property, we would be happy to welcome you
a detailed explanation of your personal and financial situation, including 3 salary slips and identification.",False,70.0,Taalstraat en omgeving,vught,533000.0,157.5,8.0,15.0,-15,0,3.0,49.85423164899147,False,218.35,49.85423164899147
https://www.pararius.com/apartment-for-rent/haarlem/9198c85a/rozenstraat,1885.0,2011 LT,62.0,3,Furnished,Unlimited period,,1990.0,1.0,"Cable TV
Lift
Intercom
Internet connection
Shower",Present,Not present,,B,Present,Yes,On fenced site,Yes,"Description
Located at a very short walking distance from Central Station and the historical center, we offer this fully furnished 2-bedroom apartment with southfacing balcony, Private parking space (additional €100,00 a month) and storage room. Living centrally, in the heart of the city center and still being able to park! That's possible with this apartment! The apartment is located in the historic center of Haarlem, a stone's throw from the station, bus, various shops, restaurants and roads to Amsterdam, Schiphol and Hoofddorp. In addition to the rental price, € 100.00 for a private parking space will be charged to the tenant.
round floor: Central communal entrance with video/intercom in the stairwell which provides access to the gallery and the storage rooms below.
Second floor: Through the gallery on this floor you enter a closed hall which in turn provides access to a staircase, which takes you to........
Third floor: Landing which is shared with one other apartment. Entrance apartment in central hall which provides access to all rooms, spacious bright living room with open kitchen with appliances such as a dishwasher, refrigerator, gas hob with extractor hood, the living room also gives access to the south-facing balcony, 2 spacious bedrooms, 1 with closet, Modern bathroom with washbasin and shower with glass shower door. The washing machine and dryer are located in a separate cupboard in the master bedroom. Separate toilet with sink.
Particularities:
- Fully furnished apartment
- Living area approx. 62m² and a capacity of 194m³, a south-facing balcony of 5m². There is a private storage room of 5m² available in the basement of the complex
- Rental period is based on a undefinite term with a minimum period of 12 months
- In addition to the rental price, € 100,00 for a private parking space will be charged monthly to the tenant;
- Energy label B available (valid until 06-02-2034)
- In addition to the monthly rent, the tenant must cover the costs of gas, electricity, water (fixed monthly fee of € 25.00), TV/Internet and municipal taxes
- The landlord clearly prefers not to rent the property to home sharers and/or families
- This property can be rented by a tenant with their own monthly stable sufficient income from work and unfortunately not with a guarantor or a tenant who will not occupy the property themselves.",False,,Stationsbuurt,haarlem,556000.0,58.125,8.0,2.0,34,0,2.25,77.16044513311735,False,164.28,59.906696893928725
https://www.pararius.com/apartment-for-rent/amsterdam/67c144a8/korte-koningsstraat,2800.0,1011 EX,90.0,3,Upholstered,Unlimited period,,1740.0,2.0,,Not present,Not present,,A,Not present,No,,No,"Description
This beautiful two-bedroom apartment, spanning 90 sq.m. is now available. The apartment features two floors, two bedrooms, two en-suite bathrooms and a large storage basement. Home-sharing is permitted, and students are welcome with guarantors.The gross yearly income requirement for this apartment is 115 K. The apartment is available immediately. The property has an energy label A. Located on Korte Koningsstraat, the apartment is situated in the heart of Amsterdam, near the lively Nieuwmarkt area.
LIVING AREA AND KITCHEN
Double glazed windows with curtains
Wooden floor
Ceiling lights
Kitchen equipped with drawers and cabinets
Integrated 4 ring induction stove
Integrated extractor fan
Integrated oven- microwave
Integrated dishwasher
Integrated fridge + freezer
Central heating
BEDROOM ONE
Black-out curtains
Ceiling lights
Wooden floor
En-suite bathroom
Central heating
BEDROOM TWO
Black-out curtains
Ceiling lights
Wooden floor
En-suite bathroom
Central heating
BATHROOM ONE AND TWO
Rainshower and hand shower
Thermostatic shower control
Tiled floors and walls
Bathroom mirror and sink
TOILET
Sink
Toilet
RENTAL CONDITIONS
Deposit: 2 months rent
Utilities: excluded
Contract: indefinite period
Available: immediately
Registration: max. 2 persons
Sharing: allowed for max. 2 persons
Students: allowed with guarantors
Pets: not allowed
Disclaimer: We do not accept any liability for the incompleteness, or inaccuracy of the advertisement, or any consequences that may result. All specified sizes are indicative.",False,,Nieuwmarkt/Lastage,amsterdam,589000.0,84.375,11.0,-5.0,41,0,4.0,68.57836001940805,False,202.68,67.30460880640466
https://www.pararius.com/apartment-for-rent/rotterdam/e6c57c87/schiehavenkade,2250.0,3024 EZ,108.0,2,Furnished,Unlimited period,,2007.0,1.0,"Lift
Internet connection",Not present,Not present,,A,Not present,Yes,Garage,No,"Description
Stunning furnished loft for rent in the Schiecentrale
When you think of Rotterdam, you think of urban living. Industrial, urban, and vibrancy are just a few keywords that describe this apartment.
The Schiehavencentrale is located in the Lloydkwartier, in the bustling center of Rotterdam. Within minutes, you can be in the city center or, for example, at the Euromast Park. It doesn't get any better than this!
Layout:
This loft offers all the benefits of luxurious living in one space. Upon entry, to the right is the sleeping area. In the center of the loft, you'll find the bathroom and toilet and the modern kitchen.
The luxury kitchen is fully equipped. Ample storage space, built-in appliances. It offers everything to cook deliciously and relax. There is enough space in the kitchen to dine with friends or family in the dining area.
From the dining area, you move on to the sitting area where you can relax on the spacious couch with a view over bustling Rotterdam.
The entire apartment is energy-efficient and luxuriously furnished with smart lighting. With this, you can set the lighting to your taste according to your own needs.
Financial:
Security deposit 2 months' rent
€40 per month for internet
Lease agreement for a minimum of 12 months",False,,Schiemond,rotterdam,340000.0,101.25,4.0,-5.0,41,0,0.0,36.74737182597445,False,178.0,36.74737182597445
https://www.pararius.com/apartment-for-rent/den-haag/3f0872db/laan-copes-van-cattenburch,2750.0,2585 EW,113.0,3,Upholstered,,,1900.0,1.0,,Present,,,B,,,,,"Description
Charming upholstered apartment with balcony for rent in Den Haag with 2 bedrooms in the Archipelbuurt district.",False,,Archipelbuurt,den haag,643000.0,105.9375,4.0,2.0,34,0,0.0,68.84832090273215,False,214.79,68.84832090273215
https://www.pararius.com/apartment-for-rent/hardenberg/7e7d5c3b/hessenweg,1500.0,7771 CH,82.0,3,Shell,Unlimited period,,2022.0,1.0,"Lift
Shower",Present,Not present,,A+++,Present,Yes,Public,No,"Description
Lovely apartment with balcony for rent in Hardenberg with 2 bedrooms in the Heemse-Oost Heemsermars district.",False,,Heemse-Oost Heemsermars,hardenberg,233000.0,76.875,8.0,2.0,57,0,0.0,28.4081371818085,False,172.28,28.4081371818085
https://www.pararius.com/apartment-for-rent/den-haag/9c5a86cd/hooftskade,1650.0,2526 KA,98.0,3,Upholstered,Unlimited period,,1867.0,1.0,Cable TV,Not present,Not present,,C,Not present,Yes,Paid,No,"Description
HOOFTSKADE, CENTRE, THE HAGUE
Located in the centre of The Hague you will find this unfurnished 3-room (2 bedroom) flat with sunny roof terrace. The apartment is situated in the monument Bastion le Roi and has a beautiful courtyard where you can quietly read a book without the hustle and bustle of the city around you. Truly an oasis of peace!
If you are looking for entertainment, the city centre with all its shops, cinemas, cafes and restaurants is just around the corner. Public transport is close by and by bike, you can reach the beach in 20 minutes.
Layout:
Through the main entrance at the waterside you enter the central hall, access to a little courtyard and with the stairs to the 3rd (top) floor. Entry into hallway with access to spacious and bright living room with open kitchen. Because of the many windows and the roof light it is a very bright apartment. Kitchen with fridge and freezer combination, induction cooker, oven and dishwasher.
2 spacious bedrooms with again a lot of windows. Bathroom with bath, shower, toilet and sink. Also in the bathroom the washing machine connection with washingmachine and dryer. From the hall with an internal staircase access to spacious roof terrace (approx. 20m2).
Details:
Rent price of € 1.650,- is excl. energy costs
Available immediately
Deposit is 2 months
Delivery unfurnished
No housing permit required!!",False,,Schildersbuurt-Noord,den haag,237000.0,91.875,8.0,-5.0,22,0,3.25,26.560556100169325,False,146.69,26.560556100169325
